,0
pl_bmasse_filled,0.5778828896101049
pl_eqt_filled,0.07462202384884777
sy_vmag,0.05741628269216265
sy_kmag,0.05341139146367734
sy_dist,0.04245413375629627
st_rad,0.03567746231054912
sy_pnum,0.034289937505538964
st_logg,0.03251113431977692
st_mass,0.032345411044363025
st_met,0.028264581139299173
st_teff,0.02781032939605859
sy_snum,0.0033144229133252314
