kepid,pl_name,ProbeScore,Score_Detection,Score_Habitability,Score_Type,Score_Radio,pl_rade,pl_bmasse,pl_eqt,pl_dens,rank
11253711.0,Kepler-1031 b,0.685,0.5,0.6,1.0,1.0,0.87,0.59,2024.0,,261
11283615.0,Kepler-1355 b,0.685,0.5,0.6,1.0,1.0,1.46,2.73,1448.0,,262
3218908.0,Kepler-770 c,0.685,0.5,0.6,1.0,1.0,1.2,1.87,2740.0,,263
3128552.0,Kepler-1073 d,0.685,0.5,0.6,1.0,1.0,1.48770949,2.82,1369.0,,264
11288051.0,Kepler-124 d,0.685,0.5,0.6,1.0,1.0,1.11,1.41,428.0,,265
11308499.0,Kepler-366 b,0.685,0.5,0.6,1.0,1.0,1.46,2.73,1326.0,,266
11337141.0,Kepler-1761 b,0.685,0.5,0.6,1.0,1.0,1.39109603,2.51,613.0,,267
3433668.0,Kepler-1493 b,0.685,0.5,0.6,1.0,1.0,1.41,2.57,874.0,,268
10925104.0,Kepler-114 b,0.685,0.5,0.6,1.0,1.0,1.26,1.09,586.0,,269
10916600.0,Kepler-1293 b,0.685,0.5,0.6,1.0,1.0,0.97,0.871,1183.0,,270
9277896.0,Kepler-915 b,0.685,0.5,0.6,1.0,1.0,1.5,2.86,1319.0,,271
10468885.0,Kepler-1284 b,0.685,0.5,0.6,1.0,1.0,1.21,1.92,1703.0,,272
10513530.0,Kepler-589 c,0.685,0.5,0.6,1.0,1.0,1.11727238,1.45,1098.0,,273
3661886.0,Kepler-377 b,0.685,0.5,0.6,1.0,1.0,1.39,2.51,875.0,,274
3660924.0,Kepler-793 b,0.685,0.5,0.6,1.0,1.0,1.37,2.45,1177.0,,275
10525027.0,Kepler-1049 b,0.685,0.5,0.6,1.0,1.0,0.95,0.809,625.0,,276
10525049.0,Kepler-1948 b,0.685,0.5,0.6,1.0,1.0,1.03283226,1.09,399.0,,277
10552611.0,Kepler-141 c,0.685,0.5,0.6,1.0,1.0,1.41,2.57,738.0,,278
10583761.0,Kepler-1179 b,0.685,0.5,0.6,1.0,1.0,1.32,2.3,1137.0,,279
3642289.0,Kepler-135 c,0.685,0.5,0.6,1.0,1.0,1.16,1.65,975.0,,280
10593535.0,Kepler-1568 b,0.685,0.5,0.6,1.0,1.0,1.3,2.24,729.0,,281
10604592.0,Kepler-1957 b,0.685,0.5,0.6,1.0,1.0,0.94374867,0.79,1099.0,,282
10615440.0,Kepler-1622 b,0.685,0.5,0.6,1.0,1.0,1.47,2.76,922.0,,283
10908248.0,Kepler-1440 b,0.685,0.5,0.6,1.0,1.0,1.26,2.13,597.0,,284
10657406.0,Kepler-969 c,0.685,0.5,0.6,1.0,1.0,0.99,0.937,1270.0,,285
10669994.0,Kepler-1594 b,0.685,0.5,0.6,1.0,1.0,1.06,1.2,1360.0,,286
10670119.0,Kepler-369 b,0.685,0.5,0.6,1.0,1.0,1.13,1.51,687.0,,287
10723367.0,Kepler-375 b,0.685,0.5,0.6,1.0,1.0,1.45,2.7,851.0,,288
10730034.0,Kepler-285 b,0.685,0.5,0.6,1.0,1.0,1.34,2.36,1131.0,,289
10730070.0,Kepler-1590 b,0.685,0.5,0.6,1.0,1.0,1.14,1.55,1020.0,,290
10777591.0,Kepler-1637 b,0.685,0.5,0.6,1.0,1.0,0.89,0.64,1093.0,,291
10813132.0,Kepler-1215 b,0.685,0.5,0.6,1.0,1.0,1.22,1.98,1046.0,,292
10880507.0,Kepler-1390 b,0.685,0.5,0.6,1.0,1.0,1.18,1.76,934.0,,293
10905239.0,Kepler-101 c,0.685,0.5,0.6,1.0,1.0,1.25,3.78,1413.0,,294
3444588.0,Kepler-787 b,0.685,0.5,0.6,1.0,1.0,1.28,2.18,1115.0,,295
11337566.0,Kepler-1298 b,0.685,0.5,0.6,1.0,1.0,1.31,2.27,1373.0,,296
11389771.0,Kepler-301 b,0.685,0.5,0.6,1.0,1.0,1.35,2.39,1278.0,,297
10453588.0,Kepler-1253 b,0.685,0.5,0.6,1.0,1.0,1.33,2.33,501.0,,298
11401767.0,Kepler-372 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,1081.0,,299
2556650.0,Kepler-1124 b,0.685,0.5,0.6,1.0,1.0,1.28,2.18,621.0,,300
11810124.0,Kepler-1471 b,0.685,0.5,0.6,1.0,1.0,1.41,2.57,1238.0,,301
11811193.0,Kepler-1163 b,0.685,0.5,0.6,1.0,1.0,1.03,1.08,1211.0,,302
11818872.0,Kepler-1860 b,0.685,0.5,0.6,1.0,1.0,1.13863767,1.55,697.0,,303
11823054.0,Kepler-181 b,0.685,0.5,0.6,1.0,1.0,1.27,2.15,1041.0,,304
11962284.0,Kepler-1302 b,0.685,0.5,0.6,1.0,1.0,1.43,2.63,778.0,,305
11963206.0,Kepler-1357 b,0.685,0.5,0.6,1.0,1.0,1.28,2.18,1177.0,,306
12058147.0,Kepler-1082 b,0.685,0.5,0.6,1.0,1.0,1.12,1.46,1827.0,,307
12058204.0,Kepler-373 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,1054.0,,308
12061969.0,Kepler-2001 b,0.685,0.5,0.6,1.0,1.0,1.04,1.12,1402.0,,309
12068975.0,Kepler-197 b,0.685,0.5,0.6,1.0,1.0,1.02,1.04,1142.0,,310
12116489.0,Kepler-595 c,0.685,0.5,0.6,1.0,1.0,1.009,3.3,679.0,,311
12120484.0,Kepler-1226 b,0.685,0.5,0.6,1.0,1.0,1.45,2.7,809.0,,312
1996180.0,Kepler-1271 b,0.685,0.5,0.6,1.0,1.0,1.48,2.79,1484.0,,313
12154526.0,Kepler-1047 c,0.685,0.5,0.6,1.0,1.0,0.99,0.937,1309.0,,314
12254909.0,Kepler-1213 b,0.685,0.5,0.6,1.0,1.0,1.19,1.81,1156.0,,315
12352520.0,Kepler-1904 b,0.685,0.5,0.6,1.0,1.0,1.3904994,2.51,567.0,,316
1865042.0,Kepler-746 b,0.685,0.5,0.6,1.0,1.0,1.11,1.41,1156.0,,317
12401863.0,Kepler-1193 b,0.685,0.5,0.6,1.0,1.0,1.32,2.3,1453.0,,318
12405333.0,Kepler-1409 b,0.685,0.5,0.6,1.0,1.0,1.04,1.12,1733.0,,319
12416661.0,Kepler-1434 b,0.685,0.5,0.6,1.0,1.0,1.11,1.41,1320.0,,320
1718958.0,Kepler-1934 b,0.685,0.5,0.6,1.0,1.0,0.91307734,0.702,1700.0,,321
1718189.0,Kepler-262 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,734.0,,322
12454461.0,Kepler-1248 b,0.685,0.5,0.6,1.0,1.0,1.18,1.76,1035.0,,323
12785320.0,Kepler-515 b,0.685,0.5,0.6,1.0,1.0,1.46,2.73,564.0,,324
11774991.0,Kepler-367 b,0.685,0.5,0.6,1.0,1.0,1.3,2.24,401.0,,325
11764462.0,Kepler-884 b,0.685,0.5,0.6,1.0,1.0,1.23,2.04,964.0,,326
11760860.0,Kepler-1525 b,0.685,0.5,0.6,1.0,1.0,0.91,0.693,1343.0,,327
11547505.0,Kepler-922 b,0.685,0.5,0.6,1.0,1.0,1.42,2.6,1876.0,,328
11403339.0,Kepler-1117 b,0.685,0.5,0.6,1.0,1.0,1.11,1.41,938.0,,329
11414465.0,Kepler-1363 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,988.0,,330
11453592.0,Kepler-1319 b,0.685,0.5,0.6,1.0,1.0,1.34,2.36,557.0,,331
2989404.0,Kepler-323 b,0.685,0.5,0.6,1.0,1.0,1.381,3.9,1838.0,,332
11455181.0,Kepler-1437 b,0.685,0.5,0.6,1.0,1.0,1.37,2.45,770.0,,333
2985767.0,Kepler-1063 b,0.685,0.5,0.6,1.0,1.0,1.49,2.83,931.0,,334
11460462.0,Kepler-1104 b,0.685,0.5,0.6,1.0,1.0,1.23,2.04,1321.0,,335
2857607.0,Kepler-1965 b,0.685,0.5,0.6,1.0,1.0,1.35415138,2.4,492.0,,336
11495458.0,Kepler-1190 b,0.685,0.5,0.6,1.0,1.0,1.33,2.33,609.0,,337
2849805.0,Kepler-773 b,0.685,0.5,0.6,1.0,1.0,1.43,2.63,1160.0,,338
11509504.0,Kepler-1573 b,0.685,0.5,0.6,1.0,1.0,1.2,1.87,1379.0,,339
11547513.0,Kepler-134 c,0.685,0.5,0.6,1.0,1.0,1.26,2.13,892.0,,340
2581316.0,Kepler-1514 c,0.685,0.5,0.6,1.0,1.0,1.1758241,1.74,1066.0,,341
11569782.0,Kepler-1150 b,0.685,0.5,0.6,1.0,1.0,1.02,1.04,1432.0,,342
11611275.0,Kepler-1574 b,0.685,0.5,0.6,1.0,1.0,1.29,2.21,1003.0,,343
11612280.0,Kepler-1587 b,0.685,0.5,0.6,1.0,1.0,1.33,2.33,981.0,,344
11618601.0,Kepler-1894 b,0.685,0.5,0.6,1.0,1.0,1.20117759,1.87,1231.0,,345
11650401.0,Kepler-1614 b,0.685,0.5,0.6,1.0,1.0,1.49,2.83,981.0,,346
11657614.0,Kepler-1481 b,0.685,0.5,0.6,1.0,1.0,1.23,2.04,797.0,,347
11657891.0,Kepler-1028 b,0.685,0.5,0.6,1.0,1.0,1.33,2.33,1217.0,,348
11669239.0,Kepler-180 b,0.685,0.5,0.6,1.0,1.0,1.5,2.86,781.0,,349
11709124.0,Kepler-154 e,0.685,0.5,0.6,1.0,1.0,1.5,2.86,1140.0,,350
11714231.0,Kepler-1431 b,0.685,0.5,0.6,1.0,1.0,1.47,2.76,1064.0,,351
11758544.0,Kepler-997 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,1709.0,,352
10460984.0,Kepler-164 b,0.685,0.5,0.6,1.0,1.0,1.41,2.57,1141.0,,353
6060203.0,Kepler-757 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,1734.0,,354
10407482.0,Kepler-1577 b,0.685,0.5,0.6,1.0,1.0,1.13,1.51,1125.0,,355
9898017.0,Kepler-1960 b,0.685,0.5,0.6,1.0,1.0,1.30749704,2.26,1547.0,,356
9696358.0,Kepler-1274 b,0.685,0.5,0.6,1.0,1.0,1.42,2.6,1384.0,,357
9701962.0,Kepler-1617 b,0.685,0.5,0.6,1.0,1.0,1.2,1.87,736.0,,358
9702006.0,Kepler-1953 b,0.685,0.5,0.6,1.0,1.0,1.28574667,2.2,731.0,,359
9704384.0,Kepler-1012 b,0.685,0.5,0.6,1.0,1.0,1.29,2.21,934.0,,360
9714550.0,Kepler-1695 b,0.685,0.5,0.6,1.0,1.0,1.11948901,1.46,957.0,,361
4164922.0,Kepler-1698 b,0.685,0.5,0.6,1.0,1.0,1.07315686,1.25,1351.0,,362
9757613.0,Kepler-26 d,0.685,0.5,0.6,1.0,1.0,1.07,1.24,652.0,,363
9763612.0,Kepler-1507 b,0.685,0.5,0.6,1.0,1.0,0.84,0.52,630.0,,364
4144576.0,Kepler-1139 b,0.685,0.5,0.6,1.0,1.0,1.19,1.81,1693.0,,365
9787239.0,Kepler-32 e,0.685,0.5,0.6,1.0,1.0,1.5,4.08181,652.0,,366
9825174.0,Kepler-1377 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,1873.0,,367
9828127.0,Kepler-1564 b,0.685,0.5,0.6,1.0,1.0,1.47,2.76,635.0,,368
9872831.0,Kepler-1572 b,0.685,0.5,0.6,1.0,1.0,0.94,0.779,1293.0,,369
4138951.0,Kepler-1373 b,0.685,0.5,0.6,1.0,1.0,1.16,1.65,1887.0,,370
10404582.0,Kepler-362 b,0.685,0.5,0.6,1.0,1.0,0.88,0.615,838.0,,371
9880190.0,Kepler-1263 b,0.685,0.5,0.6,1.0,1.0,1.14,1.55,907.0,,372
9883606.0,Kepler-1598 b,0.685,0.5,0.6,1.0,1.0,0.95,0.809,1236.0,,373
9886361.0,Kepler-403 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,1194.0,,374
9886661.0,Kepler-905 b,0.685,0.5,0.6,1.0,1.0,1.41,2.57,928.0,,375
9892816.0,Kepler-342 e,0.685,0.5,0.6,1.0,1.0,0.88,0.615,1897.0,,376
9895006.0,Kepler-936 b,0.685,0.5,0.6,1.0,1.0,1.45,2.7,867.0,,377
4061149.0,Kepler-1741 b,0.685,0.5,0.6,1.0,1.0,1.273,2.16,615.0,,378
4056616.0,Kepler-1053 b,0.685,0.5,0.6,1.0,1.0,0.98,0.904,953.0,,379
9693006.0,Kepler-1385 b,0.685,0.5,0.6,1.0,1.0,0.85,0.543,1423.0,,380
4242692.0,Kepler-1531 b,0.685,0.5,0.6,1.0,1.0,1.11,1.41,2537.0,,381
4243911.0,Kepler-821 b,0.685,0.5,0.6,1.0,1.0,1.31,2.27,1215.0,,382
4365645.0,Kepler-1671 b,0.685,0.5,0.6,1.0,1.0,1.32557381,2.32,962.0,,383
9285568.0,Kepler-1575 b,0.685,0.5,0.6,1.0,1.0,1.31,2.27,1312.0,,384
4473613.0,Kepler-1623 b,0.685,0.5,0.6,1.0,1.0,1.31,2.27,1000.0,,385
9353314.0,Kepler-1007 b,0.685,0.5,0.6,1.0,1.0,1.44,2.67,652.0,,386
9364290.0,Kepler-382 b,0.685,0.5,0.6,1.0,1.0,1.32,2.3,1166.0,,387
9364609.0,Kepler-1114 b,0.685,0.5,0.6,1.0,1.0,1.35,2.39,631.0,,388
9366617.0,Kepler-1570 b,0.685,0.5,0.6,1.0,1.0,1.07,1.24,836.0,,389
9395024.0,Kepler-1216 b,0.685,0.5,0.6,1.0,1.0,1.39,2.51,1191.0,,390
9411412.0,Kepler-1096 b,0.685,0.5,0.6,1.0,1.0,1.24,2.07,794.0,,391
9412623.0,Kepler-1618 b,0.685,0.5,0.6,1.0,1.0,1.26,2.13,1267.0,,392
9412760.0,Kepler-345 c,0.685,0.5,0.6,1.0,1.0,1.2,2.2,575.0,,393
9415108.0,Kepler-1108 b,0.685,0.5,0.6,1.0,1.0,1.46,2.73,1063.0,,394
4247991.0,Kepler-1185 b,0.685,0.5,0.6,1.0,1.0,1.33,2.33,355.0,,395
9415172.0,Kepler-255 d,0.685,0.5,0.6,1.0,1.0,1.32,2.3,1710.0,,396
9447166.0,Kepler-1459 b,0.685,0.5,0.6,1.0,1.0,1.36,2.42,349.0,,397
9458343.0,Kepler-1156 b,0.685,0.5,0.6,1.0,1.0,1.32,2.3,787.0,,398
4278221.0,Kepler-908 b,0.685,0.5,0.6,1.0,1.0,1.22,1.98,1783.0,,399
9468551.0,Kepler-1399 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,1610.0,,400
9475552.0,Kepler-1315 b,0.685,0.5,0.6,1.0,1.0,1.38,2.48,1541.0,,401
9489524.0,Kepler-352 b,0.685,0.5,0.6,1.0,1.0,0.86,0.566,694.0,,402
9569711.0,Kepler-1912 b,0.685,0.5,0.6,1.0,1.0,1.35670508,2.41,976.0,,403
9573685.0,Kepler-1074 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,568.0,,404
9590976.0,Kepler-217 d,0.685,0.5,0.6,1.0,1.0,1.32,2.3,1574.0,,405
4055304.0,Kepler-1107 b,0.685,0.5,0.6,1.0,1.0,1.34,2.36,1897.0,,406
4136466.0,Kepler-826 b,0.685,0.5,0.6,1.0,1.0,1.25,2.1,1305.0,,407
10271806.0,Kepler-224 b,0.685,0.5,0.6,1.0,1.0,1.39,2.51,937.0,,408
10329835.0,Kepler-1075 b,0.685,0.5,0.6,1.0,1.0,1.42,2.6,818.0,,409
3955817.0,Kepler-1553 b,0.685,0.5,0.6,1.0,1.0,1.15,1.6,926.0,,410
10328458.0,Kepler-1146 b,0.685,0.5,0.6,1.0,1.0,1.23,2.04,1019.0,,411
10328393.0,Kepler-332 b,0.685,0.5,0.6,1.0,1.0,1.17,1.71,703.0,,412
10265898.0,Kepler-656 c,0.685,0.5,0.6,1.0,1.0,1.41,2.57,975.0,,413
10028535.0,Kepler-1259 b,0.685,0.5,0.6,1.0,1.0,1.43,2.63,1681.0,,414
10055126.0,Kepler-311 c,0.685,0.5,0.6,1.0,1.0,1.43,2.63,744.0,,415
3937519.0,Kepler-495 c,0.685,0.5,0.6,1.0,1.0,1.21936414,1.98,1000.0,,416
10190777.0,Kepler-1019 b,0.685,0.5,0.6,1.0,1.0,1.46,2.73,1164.0,,417
10059645.0,Kepler-1265 b,0.685,0.5,0.6,1.0,1.0,1.35,2.39,732.0,,418
10064256.0,Kepler-1692 b,0.685,0.5,0.6,1.0,1.0,1.11177184,1.42,897.0,,419
10070468.0,Kepler-1297 b,0.685,0.5,0.6,1.0,1.0,0.97,0.871,1790.0,,420
10153855.0,Kepler-1037 b,0.685,0.5,0.6,1.0,1.0,1.28,2.18,1650.0,,421
10118816.0,Kepler-1735 b,0.685,0.5,0.6,1.0,1.0,1.19429134,1.84,502.0,,422
10141900.0,Kepler-763 b,0.685,0.5,0.6,1.0,1.0,1.22,1.98,1414.0,,423
10130039.0,Kepler-334 b,0.685,0.5,0.6,1.0,1.0,1.12,1.46,1090.0,,424
10329196.0,Kepler-1605 b,0.685,0.5,0.6,1.0,1.0,1.08,1.28,528.0,,425
3852655.0,Kepler-1406 b,0.685,0.5,0.6,1.0,1.0,1.1,1.37,854.0,,426
3734418.0,Kepler-1164 b,0.685,0.5,0.6,1.0,1.0,1.12,1.46,936.0,,427
10019643.0,Kepler-163 b,0.685,0.5,0.6,1.0,1.0,1.05,1.16,906.0,,428
10004738.0,Kepler-310 b,0.685,0.5,0.6,1.0,1.0,1.19,1.81,665.0,,429
10388286.0,Kepler-617 b,0.685,0.5,0.6,1.0,1.0,1.32,2.3,750.0,,430
9904006.0,Kepler-361 b,0.685,0.5,0.6,1.0,1.0,1.45,2.7,1060.0,,431
9907129.0,Kepler-1436 b,0.685,0.5,0.6,1.0,1.0,1.31,2.27,1001.0,,432
9950612.0,Kepler-220 d,0.685,0.5,0.6,1.0,1.0,0.98,0.904,401.0,,433
10340423.0,Kepler-225 b,0.685,0.5,0.6,1.0,1.0,1.2,1.87,579.0,,434
9995402.0,Kepler-1361 b,0.685,0.5,0.6,1.0,1.0,0.86,0.566,1061.0,,435
10187017.0,Kepler-102 c,0.66162100306778,0.43320286590794305,0.6,1.0,1.0,0.567,1.7,777.0,,436
9467404.0,Kepler-1323 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,2291.0,,437
6599975.0,Kepler-1501 b,0.655,0.5,0.6,0.8,1.0,1.56,3.05,787.0,,438
7808587.0,Kepler-886 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,1111.0,,439
9183378.0,Kepler-1571 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,1476.0,,440
9466668.0,Kepler-256 b,0.655,0.5,0.6,0.8,1.0,1.59,3.15,1681.0,,441
9285265.0,Kepler-1491 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,821.0,,442
10136549.0,Kepler-337 b,0.655,0.5,0.6,0.8,1.0,1.54,2.99,1458.0,,443
8885643.0,Kepler-1346 b,0.655,0.5,0.6,0.8,1.0,1.58,3.12,1236.0,,444
8951205.0,Kepler-1940 b,0.655,0.5,0.6,0.8,1.0,1.54732469,3.01,885.0,,445
9390653.0,Kepler-504 b,0.655,0.5,0.6,0.8,1.0,1.59,3.15,374.0,,446
10656823.0,Kepler-195 c,0.655,0.5,0.6,0.8,1.0,1.55,3.02,469.0,,447
6425957.0,Kepler-205 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,757.0,,448
12121570.0,Kepler-1816 b,0.655,0.5,0.6,0.8,1.0,1.9679397,4.53,310.0,,449
10350571.0,Kepler-784 b,0.655,0.5,0.6,0.8,1.0,1.58,3.12,688.0,,450
10253547.0,Kepler-364 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,753.0,,451
9141746.0,Kepler-730 c,0.655,0.5,0.6,0.8,1.0,1.56926,3.09,1607.0,,452
9353742.0,Kepler-1523 b,0.655,0.5,0.6,0.8,1.0,1.58,3.12,1676.0,,453
10604335.0,Kepler-283 c,0.655,0.5,0.6,0.8,1.0,1.82,3.97,240.0,,454
10600261.0,Kepler-194 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,1648.0,,455
6690836.0,Kepler-1317 b,0.655,0.5,0.6,0.8,1.0,1.56,3.05,1796.0,,456
6211812.0,Kepler-1865 b,0.655,0.5,0.6,0.8,1.0,1.57686072,3.11,1203.0,,457
12120307.0,Kepler-394 b,0.655,0.5,0.6,0.8,1.0,1.6,3.19,1035.0,,458
10332883.0,Kepler-994 b,0.655,0.5,0.6,0.8,1.0,1.6,3.19,957.0,,459
11074178.0,Kepler-1001 c,0.655,0.5,0.6,0.8,1.0,1.57799279,3.11,804.0,,460
10779233.0,Kepler-1040 b,0.655,0.5,0.6,0.8,1.0,2.08,4.98,300.0,,461
6705026.0,Kepler-1483 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,1131.0,,462
11284772.0,Kepler-441 b,0.655,0.5,0.6,0.8,1.0,1.64,3.33,189.0,,463
10027323.0,Kepler-309 b,0.655,0.5,0.6,0.8,1.0,1.56,3.05,531.0,,464
7603200.0,Kepler-138 c,0.655,0.5,0.6,0.8,1.0,1.51,2.3,410.0,,465
8620402.0,Kepler-1913 b,0.655,0.5,0.6,0.8,1.0,1.51852059,2.92,818.0,,466
11342416.0,Kepler-1209 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,755.0,,467
10024051.0,Kepler-1228 b,0.655,0.5,0.6,0.8,1.0,1.54,2.99,1757.0,,468
8613535.0,Kepler-1165 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,946.0,,469
8611257.0,Kepler-1389 b,0.655,0.5,0.6,0.8,1.0,1.77,3.78,300.0,,470
8591173.0,Kepler-1804 b,0.655,0.5,0.6,0.8,1.0,1.59615726,3.18,913.0,,471
8845205.0,Kepler-560 b,0.655,0.5,0.6,0.8,1.0,1.72,3.61,298.0,,472
9956082.0,Kepler-1557 b,0.655,0.5,0.6,0.8,1.0,1.53,2.96,1287.0,,473
11244682.0,Kepler-1699 b,0.655,0.5,0.6,0.8,1.0,1.56671124,3.08,1010.0,,474
11037818.0,Kepler-1638 b,0.655,0.5,0.6,0.8,1.0,1.87,4.16,304.0,,475
8554701.0,Kepler-1466 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,585.0,,476
8360640.0,Kepler-1891 b,0.655,0.5,0.6,0.8,1.0,1.52139156,2.93,1017.0,,477
7429240.0,Kepler-1606 b,0.655,0.5,0.6,0.8,1.0,2.07,4.94,324.0,,478
9896018.0,Kepler-1859 b,0.655,0.5,0.6,0.8,1.0,1.58313575,3.13,1455.0,,479
11410904.0,Kepler-1131 b,0.655,0.5,0.6,0.8,1.0,1.59,3.15,1159.0,,480
9827149.0,Kepler-1282 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,1418.0,,481
7047922.0,Kepler-1006 b,0.655,0.5,0.6,0.8,1.0,1.54,2.99,791.0,,482
11415243.0,Kepler-1544 b,0.655,0.5,0.6,0.8,1.0,1.78,3.82,269.0,,483
8826007.0,Kepler-1450 b,0.655,0.5,0.6,0.8,1.0,1.71,3.57,308.0,,484
9649706.0,Kepler-1072 b,0.655,0.5,0.6,0.8,1.0,1.58,3.12,1849.0,,485
10730703.0,Kepler-1191 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,952.0,,486
7382313.0,Kepler-1220 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,899.0,,487
11611600.0,Kepler-842 b,0.655,0.5,0.6,0.8,1.0,1.6,3.19,1252.0,,488
10794087.0,Kepler-1743 b,0.655,0.5,0.6,0.8,1.0,1.59887007,3.18,1144.0,,489
8745553.0,Kepler-1633 b,0.655,0.5,0.6,0.8,1.0,1.58,3.12,925.0,,490
10872983.0,Kepler-228 b,0.655,0.5,0.6,0.8,1.0,1.53,2.96,1360.0,,491
10875245.0,Kepler-107 b,0.655,0.5,0.6,0.8,1.0,1.536,3.8,1592.0,,492
10068659.0,Kepler-1287 b,0.655,0.5,0.6,0.8,1.0,1.54,2.99,796.0,,493
11508644.0,Kepler-1426 b,0.655,0.5,0.6,0.8,1.0,1.56,3.05,797.0,,494
11499192.0,Kepler-1433 b,0.655,0.5,0.6,0.8,1.0,1.56,3.05,1226.0,,495
6964929.0,Kepler-1340 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,2174.0,,496
8692861.0,Kepler-69 c,0.655,0.5,0.6,0.8,1.0,1.71,3.57,299.0,,497
7605093.0,Kepler-1356 b,0.655,0.5,0.6,0.8,1.0,1.53,2.96,1714.0,,498
9229657.0,Kepler-1257 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,1252.0,,499
8311864.0,Kepler-452 b,0.655,0.5,0.6,0.8,1.0,1.63,3.29,265.0,,500
2307415.0,Kepler-356 b,0.655,0.5,0.6,0.8,1.0,1.57,3.09,1294.0,,501
5357545.0,Kepler-1809 b,0.655,0.5,0.6,0.8,1.0,1.513,2.9,877.0,,502
5184911.0,Kepler-1324 b,0.655,0.5,0.6,0.8,1.0,1.51,2.89,895.0,,503
5601258.0,Kepler-1805 b,0.655,0.5,0.6,0.8,1.0,1.54502915,3.0,479.0,,504
5881120.0,Kepler-1943 b,0.655,0.5,0.6,0.8,1.0,1.54869189,3.02,1098.0,,505
4275721.0,Kepler-825 b,0.655,0.5,0.6,0.8,1.0,1.53,2.96,1270.0,,506
2304320.0,Kepler-1064 b,0.655,0.5,0.6,0.8,1.0,1.55,3.02,570.0,,507
5438099.0,Kepler-306 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,830.0,,508
5374403.0,Kepler-1277 b,0.655,0.5,0.6,0.8,1.0,1.6,3.19,496.0,,509
5880320.0,Kepler-758 e,0.655,0.5,0.6,0.8,1.0,1.53,2.96,1144.0,,510
4249725.0,Kepler-120 c,0.655,0.5,0.6,0.8,1.0,1.53,2.96,455.0,,511
5364071.0,Kepler-49 e,0.655,0.5,0.6,0.8,1.0,1.56,1.03815,371.0,,512
4135665.0,Kepler-823 b,0.655,0.5,0.6,0.8,1.0,1.57,3.09,1277.0,,513
3942670.0,Kepler-147 b,0.655,0.5,0.6,0.8,1.0,1.53,2.96,953.0,,514
5706595.0,Kepler-370 b,0.655,0.5,0.6,0.8,1.0,1.59,3.15,1040.0,,515
4852528.0,Kepler-80 e,0.655,0.5,0.6,0.8,1.0,1.6,4.13,629.0,,516
5941160.0,Kepler-200 c,0.655,0.5,0.6,0.8,1.0,1.59,3.15,806.0,,517
3657758.0,Kepler-1065 c,0.655,0.5,0.6,0.8,1.0,1.6,3.19,1256.0,,518
4947556.0,Kepler-1930 b,0.655,0.5,0.6,0.8,1.0,1.52955541,2.95,643.0,,519
5773121.0,Kepler-1932 b,0.655,0.5,0.6,0.8,1.0,1.51482218,2.91,1891.0,,520
3244792.0,Kepler-1592 b,0.655,0.5,0.6,0.8,1.0,1.54,2.99,1202.0,,521
5807769.0,Kepler-1289 b,0.655,0.5,0.6,0.8,1.0,1.52,2.92,1113.0,,522
4725681.0,Kepler-236 b,0.655,0.5,0.6,0.8,1.0,1.57,3.09,469.0,,523
3446746.0,Kepler-542 b,0.655,0.5,0.6,0.8,1.0,1.57,3.09,698.0,,524
4458082.0,Kepler-1181 b,0.655,0.5,0.6,0.8,1.0,1.57,3.09,1374.0,,525
2142522.0,Kepler-1224 b,0.6467935386417747,0.39083868183364195,0.6,1.0,1.0,1.33,2.33,872.0,,526
11401755.0,Kepler-36 b,0.6412613792699695,0.5893182264856273,0.6,1.0,0.5,1.498,3.83,978.0,,527
6268648.0,Kepler-907 b,0.6389880007187057,0.36853714491058753,0.6,1.0,1.0,1.2,1.87,879.0,,528
11600889.0,Kepler-407 b,0.6352221949953993,0.3577776999868551,0.6,1.0,1.0,1.07,3.2,1983.0,,529
