kepid,pl_name,Score_Habitability,Score_Type,Score_Detection,Score_Radio,ProbeScore,rank,pl_rade,pl_bmasse,pl_eqt,pl_dens,planet_type_rule
9216775.0,Kepler-1612 b,0.6,1.0,0.5,1.0,0.685,239,1.03,1.08,1030.0,,Earth-like
9086251.0,Kepler-1833 b,0.6,1.0,0.5,1.0,0.685,240,1.30027362,2.24,1177.0,,Earth-like
3632089.0,Kepler-1464 c,0.6,1.0,0.5,1.0,0.685,241,1.0,0.972,1023.0,,Earth-like
11361646.0,Kepler-524 c,0.6,1.0,0.5,1.0,0.685,242,0.96,0.84,1574.0,,Earth-like
10975146.0,Kepler-808 b,0.6,1.0,0.5,1.0,0.685,243,1.46,2.73,1322.0,,Earth-like
10978763.0,Kepler-339 b,0.6,1.0,0.5,1.0,0.685,244,1.42,2.6,1023.0,,Earth-like
10984090.0,Kepler-466 c,0.6,1.0,0.5,1.0,0.685,245,1.25,2.1,1206.0,,Earth-like
11014932.0,Kepler-299 b,0.6,1.0,0.5,1.0,0.685,246,1.32,2.3,1258.0,,Earth-like
11019987.0,Kepler-1421 b,0.6,1.0,0.5,1.0,0.685,247,0.93,0.749,1209.0,,Earth-like
11030475.0,Kepler-1813 b,0.6,1.0,0.5,1.0,0.685,248,1.413,2.58,1059.0,,Earth-like
3342794.0,Kepler-376 b,0.6,1.0,0.5,1.0,0.685,249,1.07,1.24,1242.0,,Earth-like
3338885.0,Kepler-975 b,0.6,1.0,0.5,1.0,0.685,250,1.48,2.79,1599.0,,Earth-like
3328080.0,Kepler-1898 b,0.6,1.0,0.5,1.0,0.685,251,0.93353523,0.76,1167.0,,Earth-like
11046025.0,Kepler-1759 b,0.6,1.0,0.5,1.0,0.685,252,0.9037791,0.676,954.0,,Earth-like
11075737.0,Kepler-97 b,0.6,1.0,0.5,1.0,0.685,253,1.48,3.51,1328.0,,Earth-like
11090556.0,Kepler-1398 b,0.6,1.0,0.5,1.0,0.685,254,0.9,0.666,1510.0,,Earth-like
11121752.0,Kepler-380 b,0.6,1.0,0.5,1.0,0.685,255,1.19,1.81,1317.0,,Earth-like
11125613.0,Kepler-1254 c,0.6,1.0,0.5,1.0,0.685,256,1.3,2.24,927.0,,Earth-like
11125797.0,Kepler-1482 b,0.6,1.0,0.5,1.0,0.685,257,1.01,1.01,678.0,,Earth-like
11135308.0,Kepler-1352 b,0.6,1.0,0.5,1.0,0.685,258,0.89,0.64,1701.0,,Earth-like
11192235.0,Kepler-1826 b,0.6,1.0,0.5,1.0,0.685,259,1.47519116,2.78,806.0,,Earth-like
11236244.0,Kepler-1246 b,0.6,1.0,0.5,1.0,0.685,260,1.36,2.42,554.0,,Earth-like
11253711.0,Kepler-1031 b,0.6,1.0,0.5,1.0,0.685,261,0.87,0.59,2024.0,,Earth-like
11283615.0,Kepler-1355 b,0.6,1.0,0.5,1.0,0.685,262,1.46,2.73,1448.0,,Earth-like
3218908.0,Kepler-770 c,0.6,1.0,0.5,1.0,0.685,263,1.2,1.87,2740.0,,Earth-like
3128552.0,Kepler-1073 d,0.6,1.0,0.5,1.0,0.685,264,1.48770949,2.82,1369.0,,Earth-like
11288051.0,Kepler-124 d,0.6,1.0,0.5,1.0,0.685,265,1.11,1.41,428.0,,Earth-like
11308499.0,Kepler-366 b,0.6,1.0,0.5,1.0,0.685,266,1.46,2.73,1326.0,,Earth-like
11337141.0,Kepler-1761 b,0.6,1.0,0.5,1.0,0.685,267,1.39109603,2.51,613.0,,Earth-like
3433668.0,Kepler-1493 b,0.6,1.0,0.5,1.0,0.685,268,1.41,2.57,874.0,,Earth-like
10925104.0,Kepler-114 b,0.6,1.0,0.5,1.0,0.685,269,1.26,1.09,586.0,,Earth-like
10916600.0,Kepler-1293 b,0.6,1.0,0.5,1.0,0.685,270,0.97,0.871,1183.0,,Earth-like
9277896.0,Kepler-915 b,0.6,1.0,0.5,1.0,0.685,271,1.5,2.86,1319.0,,Earth-like
10468885.0,Kepler-1284 b,0.6,1.0,0.5,1.0,0.685,272,1.21,1.92,1703.0,,Earth-like
10513530.0,Kepler-589 c,0.6,1.0,0.5,1.0,0.685,273,1.11727238,1.45,1098.0,,Earth-like
3661886.0,Kepler-377 b,0.6,1.0,0.5,1.0,0.685,274,1.39,2.51,875.0,,Earth-like
3660924.0,Kepler-793 b,0.6,1.0,0.5,1.0,0.685,275,1.37,2.45,1177.0,,Earth-like
10525027.0,Kepler-1049 b,0.6,1.0,0.5,1.0,0.685,276,0.95,0.809,625.0,,Earth-like
10525049.0,Kepler-1948 b,0.6,1.0,0.5,1.0,0.685,277,1.03283226,1.09,399.0,,Earth-like
10552611.0,Kepler-141 c,0.6,1.0,0.5,1.0,0.685,278,1.41,2.57,738.0,,Earth-like
10583761.0,Kepler-1179 b,0.6,1.0,0.5,1.0,0.685,279,1.32,2.3,1137.0,,Earth-like
3642289.0,Kepler-135 c,0.6,1.0,0.5,1.0,0.685,280,1.16,1.65,975.0,,Earth-like
10593535.0,Kepler-1568 b,0.6,1.0,0.5,1.0,0.685,281,1.3,2.24,729.0,,Earth-like
10604592.0,Kepler-1957 b,0.6,1.0,0.5,1.0,0.685,282,0.94374867,0.79,1099.0,,Earth-like
10615440.0,Kepler-1622 b,0.6,1.0,0.5,1.0,0.685,283,1.47,2.76,922.0,,Earth-like
10908248.0,Kepler-1440 b,0.6,1.0,0.5,1.0,0.685,284,1.26,2.13,597.0,,Earth-like
10657406.0,Kepler-969 c,0.6,1.0,0.5,1.0,0.685,285,0.99,0.937,1270.0,,Earth-like
10669994.0,Kepler-1594 b,0.6,1.0,0.5,1.0,0.685,286,1.06,1.2,1360.0,,Earth-like
10670119.0,Kepler-369 b,0.6,1.0,0.5,1.0,0.685,287,1.13,1.51,687.0,,Earth-like
10723367.0,Kepler-375 b,0.6,1.0,0.5,1.0,0.685,288,1.45,2.7,851.0,,Earth-like
10730034.0,Kepler-285 b,0.6,1.0,0.5,1.0,0.685,289,1.34,2.36,1131.0,,Earth-like
10730070.0,Kepler-1590 b,0.6,1.0,0.5,1.0,0.685,290,1.14,1.55,1020.0,,Earth-like
10777591.0,Kepler-1637 b,0.6,1.0,0.5,1.0,0.685,291,0.89,0.64,1093.0,,Earth-like
10813132.0,Kepler-1215 b,0.6,1.0,0.5,1.0,0.685,292,1.22,1.98,1046.0,,Earth-like
10880507.0,Kepler-1390 b,0.6,1.0,0.5,1.0,0.685,293,1.18,1.76,934.0,,Earth-like
10905239.0,Kepler-101 c,0.6,1.0,0.5,1.0,0.685,294,1.25,3.78,1413.0,,Earth-like
3444588.0,Kepler-787 b,0.6,1.0,0.5,1.0,0.685,295,1.28,2.18,1115.0,,Earth-like
11337566.0,Kepler-1298 b,0.6,1.0,0.5,1.0,0.685,296,1.31,2.27,1373.0,,Earth-like
11389771.0,Kepler-301 b,0.6,1.0,0.5,1.0,0.685,297,1.35,2.39,1278.0,,Earth-like
10453588.0,Kepler-1253 b,0.6,1.0,0.5,1.0,0.685,298,1.33,2.33,501.0,,Earth-like
11401767.0,Kepler-372 b,0.6,1.0,0.5,1.0,0.685,299,1.36,2.42,1081.0,,Earth-like
2556650.0,Kepler-1124 b,0.6,1.0,0.5,1.0,0.685,300,1.28,2.18,621.0,,Earth-like
11810124.0,Kepler-1471 b,0.6,1.0,0.5,1.0,0.685,301,1.41,2.57,1238.0,,Earth-like
11811193.0,Kepler-1163 b,0.6,1.0,0.5,1.0,0.685,302,1.03,1.08,1211.0,,Earth-like
11818872.0,Kepler-1860 b,0.6,1.0,0.5,1.0,0.685,303,1.13863767,1.55,697.0,,Earth-like
11823054.0,Kepler-181 b,0.6,1.0,0.5,1.0,0.685,304,1.27,2.15,1041.0,,Earth-like
11962284.0,Kepler-1302 b,0.6,1.0,0.5,1.0,0.685,305,1.43,2.63,778.0,,Earth-like
11963206.0,Kepler-1357 b,0.6,1.0,0.5,1.0,0.685,306,1.28,2.18,1177.0,,Earth-like
12058147.0,Kepler-1082 b,0.6,1.0,0.5,1.0,0.685,307,1.12,1.46,1827.0,,Earth-like
12058204.0,Kepler-373 b,0.6,1.0,0.5,1.0,0.685,308,1.36,2.42,1054.0,,Earth-like
12061969.0,Kepler-2001 b,0.6,1.0,0.5,1.0,0.685,309,1.04,1.12,1402.0,,Earth-like
12068975.0,Kepler-197 b,0.6,1.0,0.5,1.0,0.685,310,1.02,1.04,1142.0,,Earth-like
12116489.0,Kepler-595 c,0.6,1.0,0.5,1.0,0.685,311,1.009,3.3,679.0,,Earth-like
12120484.0,Kepler-1226 b,0.6,1.0,0.5,1.0,0.685,312,1.45,2.7,809.0,,Earth-like
1996180.0,Kepler-1271 b,0.6,1.0,0.5,1.0,0.685,313,1.48,2.79,1484.0,,Earth-like
12154526.0,Kepler-1047 c,0.6,1.0,0.5,1.0,0.685,314,0.99,0.937,1309.0,,Earth-like
12254909.0,Kepler-1213 b,0.6,1.0,0.5,1.0,0.685,315,1.19,1.81,1156.0,,Earth-like
12352520.0,Kepler-1904 b,0.6,1.0,0.5,1.0,0.685,316,1.3904994,2.51,567.0,,Earth-like
1865042.0,Kepler-746 b,0.6,1.0,0.5,1.0,0.685,317,1.11,1.41,1156.0,,Earth-like
12401863.0,Kepler-1193 b,0.6,1.0,0.5,1.0,0.685,318,1.32,2.3,1453.0,,Earth-like
12405333.0,Kepler-1409 b,0.6,1.0,0.5,1.0,0.685,319,1.04,1.12,1733.0,,Earth-like
12416661.0,Kepler-1434 b,0.6,1.0,0.5,1.0,0.685,320,1.11,1.41,1320.0,,Earth-like
1718958.0,Kepler-1934 b,0.6,1.0,0.5,1.0,0.685,321,0.91307734,0.702,1700.0,,Earth-like
1718189.0,Kepler-262 b,0.6,1.0,0.5,1.0,0.685,322,1.36,2.42,734.0,,Earth-like
12454461.0,Kepler-1248 b,0.6,1.0,0.5,1.0,0.685,323,1.18,1.76,1035.0,,Earth-like
12785320.0,Kepler-515 b,0.6,1.0,0.5,1.0,0.685,324,1.46,2.73,564.0,,Earth-like
11774991.0,Kepler-367 b,0.6,1.0,0.5,1.0,0.685,325,1.3,2.24,401.0,,Earth-like
11764462.0,Kepler-884 b,0.6,1.0,0.5,1.0,0.685,326,1.23,2.04,964.0,,Earth-like
11760860.0,Kepler-1525 b,0.6,1.0,0.5,1.0,0.685,327,0.91,0.693,1343.0,,Earth-like
11547505.0,Kepler-922 b,0.6,1.0,0.5,1.0,0.685,328,1.42,2.6,1876.0,,Earth-like
11403339.0,Kepler-1117 b,0.6,1.0,0.5,1.0,0.685,329,1.11,1.41,938.0,,Earth-like
11414465.0,Kepler-1363 b,0.6,1.0,0.5,1.0,0.685,330,1.25,2.1,988.0,,Earth-like
11453592.0,Kepler-1319 b,0.6,1.0,0.5,1.0,0.685,331,1.34,2.36,557.0,,Earth-like
2989404.0,Kepler-323 b,0.6,1.0,0.5,1.0,0.685,332,1.381,3.9,1838.0,,Earth-like
11455181.0,Kepler-1437 b,0.6,1.0,0.5,1.0,0.685,333,1.37,2.45,770.0,,Earth-like
2985767.0,Kepler-1063 b,0.6,1.0,0.5,1.0,0.685,334,1.49,2.83,931.0,,Earth-like
11460462.0,Kepler-1104 b,0.6,1.0,0.5,1.0,0.685,335,1.23,2.04,1321.0,,Earth-like
2857607.0,Kepler-1965 b,0.6,1.0,0.5,1.0,0.685,336,1.35415138,2.4,492.0,,Earth-like
11495458.0,Kepler-1190 b,0.6,1.0,0.5,1.0,0.685,337,1.33,2.33,609.0,,Earth-like
2849805.0,Kepler-773 b,0.6,1.0,0.5,1.0,0.685,338,1.43,2.63,1160.0,,Earth-like
11509504.0,Kepler-1573 b,0.6,1.0,0.5,1.0,0.685,339,1.2,1.87,1379.0,,Earth-like
11547513.0,Kepler-134 c,0.6,1.0,0.5,1.0,0.685,340,1.26,2.13,892.0,,Earth-like
2581316.0,Kepler-1514 c,0.6,1.0,0.5,1.0,0.685,341,1.1758241,1.74,1066.0,,Earth-like
11569782.0,Kepler-1150 b,0.6,1.0,0.5,1.0,0.685,342,1.02,1.04,1432.0,,Earth-like
11611275.0,Kepler-1574 b,0.6,1.0,0.5,1.0,0.685,343,1.29,2.21,1003.0,,Earth-like
11612280.0,Kepler-1587 b,0.6,1.0,0.5,1.0,0.685,344,1.33,2.33,981.0,,Earth-like
11618601.0,Kepler-1894 b,0.6,1.0,0.5,1.0,0.685,345,1.20117759,1.87,1231.0,,Earth-like
11650401.0,Kepler-1614 b,0.6,1.0,0.5,1.0,0.685,346,1.49,2.83,981.0,,Earth-like
11657614.0,Kepler-1481 b,0.6,1.0,0.5,1.0,0.685,347,1.23,2.04,797.0,,Earth-like
11657891.0,Kepler-1028 b,0.6,1.0,0.5,1.0,0.685,348,1.33,2.33,1217.0,,Earth-like
11669239.0,Kepler-180 b,0.6,1.0,0.5,1.0,0.685,349,1.5,2.86,781.0,,Earth-like
11709124.0,Kepler-154 e,0.6,1.0,0.5,1.0,0.685,350,1.5,2.86,1140.0,,Earth-like
11714231.0,Kepler-1431 b,0.6,1.0,0.5,1.0,0.685,351,1.47,2.76,1064.0,,Earth-like
11758544.0,Kepler-997 b,0.6,1.0,0.5,1.0,0.685,352,1.36,2.42,1709.0,,Earth-like
10460984.0,Kepler-164 b,0.6,1.0,0.5,1.0,0.685,353,1.41,2.57,1141.0,,Earth-like
6060203.0,Kepler-757 b,0.6,1.0,0.5,1.0,0.685,354,1.36,2.42,1734.0,,Earth-like
10407482.0,Kepler-1577 b,0.6,1.0,0.5,1.0,0.685,355,1.13,1.51,1125.0,,Earth-like
9898017.0,Kepler-1960 b,0.6,1.0,0.5,1.0,0.685,356,1.30749704,2.26,1547.0,,Earth-like
9696358.0,Kepler-1274 b,0.6,1.0,0.5,1.0,0.685,357,1.42,2.6,1384.0,,Earth-like
9701962.0,Kepler-1617 b,0.6,1.0,0.5,1.0,0.685,358,1.2,1.87,736.0,,Earth-like
9702006.0,Kepler-1953 b,0.6,1.0,0.5,1.0,0.685,359,1.28574667,2.2,731.0,,Earth-like
9704384.0,Kepler-1012 b,0.6,1.0,0.5,1.0,0.685,360,1.29,2.21,934.0,,Earth-like
9714550.0,Kepler-1695 b,0.6,1.0,0.5,1.0,0.685,361,1.11948901,1.46,957.0,,Earth-like
4164922.0,Kepler-1698 b,0.6,1.0,0.5,1.0,0.685,362,1.07315686,1.25,1351.0,,Earth-like
9757613.0,Kepler-26 d,0.6,1.0,0.5,1.0,0.685,363,1.07,1.24,652.0,,Earth-like
9763612.0,Kepler-1507 b,0.6,1.0,0.5,1.0,0.685,364,0.84,0.52,630.0,,Earth-like
4144576.0,Kepler-1139 b,0.6,1.0,0.5,1.0,0.685,365,1.19,1.81,1693.0,,Earth-like
9787239.0,Kepler-32 e,0.6,1.0,0.5,1.0,0.685,366,1.5,4.08181,652.0,,Earth-like
9825174.0,Kepler-1377 b,0.6,1.0,0.5,1.0,0.685,367,1.25,2.1,1873.0,,Earth-like
9828127.0,Kepler-1564 b,0.6,1.0,0.5,1.0,0.685,368,1.47,2.76,635.0,,Earth-like
9872831.0,Kepler-1572 b,0.6,1.0,0.5,1.0,0.685,369,0.94,0.779,1293.0,,Earth-like
4138951.0,Kepler-1373 b,0.6,1.0,0.5,1.0,0.685,370,1.16,1.65,1887.0,,Earth-like
10404582.0,Kepler-362 b,0.6,1.0,0.5,1.0,0.685,371,0.88,0.615,838.0,,Earth-like
9880190.0,Kepler-1263 b,0.6,1.0,0.5,1.0,0.685,372,1.14,1.55,907.0,,Earth-like
9883606.0,Kepler-1598 b,0.6,1.0,0.5,1.0,0.685,373,0.95,0.809,1236.0,,Earth-like
9886361.0,Kepler-403 b,0.6,1.0,0.5,1.0,0.685,374,1.25,2.1,1194.0,,Earth-like
9886661.0,Kepler-905 b,0.6,1.0,0.5,1.0,0.685,375,1.41,2.57,928.0,,Earth-like
9892816.0,Kepler-342 e,0.6,1.0,0.5,1.0,0.685,376,0.88,0.615,1897.0,,Earth-like
9895006.0,Kepler-936 b,0.6,1.0,0.5,1.0,0.685,377,1.45,2.7,867.0,,Earth-like
4061149.0,Kepler-1741 b,0.6,1.0,0.5,1.0,0.685,378,1.273,2.16,615.0,,Earth-like
4056616.0,Kepler-1053 b,0.6,1.0,0.5,1.0,0.685,379,0.98,0.904,953.0,,Earth-like
9693006.0,Kepler-1385 b,0.6,1.0,0.5,1.0,0.685,380,0.85,0.543,1423.0,,Earth-like
4242692.0,Kepler-1531 b,0.6,1.0,0.5,1.0,0.685,381,1.11,1.41,2537.0,,Earth-like
4243911.0,Kepler-821 b,0.6,1.0,0.5,1.0,0.685,382,1.31,2.27,1215.0,,Earth-like
4365645.0,Kepler-1671 b,0.6,1.0,0.5,1.0,0.685,383,1.32557381,2.32,962.0,,Earth-like
9285568.0,Kepler-1575 b,0.6,1.0,0.5,1.0,0.685,384,1.31,2.27,1312.0,,Earth-like
4473613.0,Kepler-1623 b,0.6,1.0,0.5,1.0,0.685,385,1.31,2.27,1000.0,,Earth-like
9353314.0,Kepler-1007 b,0.6,1.0,0.5,1.0,0.685,386,1.44,2.67,652.0,,Earth-like
9364290.0,Kepler-382 b,0.6,1.0,0.5,1.0,0.685,387,1.32,2.3,1166.0,,Earth-like
9364609.0,Kepler-1114 b,0.6,1.0,0.5,1.0,0.685,388,1.35,2.39,631.0,,Earth-like
9366617.0,Kepler-1570 b,0.6,1.0,0.5,1.0,0.685,389,1.07,1.24,836.0,,Earth-like
9395024.0,Kepler-1216 b,0.6,1.0,0.5,1.0,0.685,390,1.39,2.51,1191.0,,Earth-like
9411412.0,Kepler-1096 b,0.6,1.0,0.5,1.0,0.685,391,1.24,2.07,794.0,,Earth-like
9412623.0,Kepler-1618 b,0.6,1.0,0.5,1.0,0.685,392,1.26,2.13,1267.0,,Earth-like
9412760.0,Kepler-345 c,0.6,1.0,0.5,1.0,0.685,393,1.2,2.2,575.0,,Earth-like
9415108.0,Kepler-1108 b,0.6,1.0,0.5,1.0,0.685,394,1.46,2.73,1063.0,,Earth-like
4247991.0,Kepler-1185 b,0.6,1.0,0.5,1.0,0.685,395,1.33,2.33,355.0,,Earth-like
9415172.0,Kepler-255 d,0.6,1.0,0.5,1.0,0.685,396,1.32,2.3,1710.0,,Earth-like
9447166.0,Kepler-1459 b,0.6,1.0,0.5,1.0,0.685,397,1.36,2.42,349.0,,Earth-like
9458343.0,Kepler-1156 b,0.6,1.0,0.5,1.0,0.685,398,1.32,2.3,787.0,,Earth-like
4278221.0,Kepler-908 b,0.6,1.0,0.5,1.0,0.685,399,1.22,1.98,1783.0,,Earth-like
9468551.0,Kepler-1399 b,0.6,1.0,0.5,1.0,0.685,400,1.25,2.1,1610.0,,Earth-like
9475552.0,Kepler-1315 b,0.6,1.0,0.5,1.0,0.685,401,1.38,2.48,1541.0,,Earth-like
9489524.0,Kepler-352 b,0.6,1.0,0.5,1.0,0.685,402,0.86,0.566,694.0,,Earth-like
9569711.0,Kepler-1912 b,0.6,1.0,0.5,1.0,0.685,403,1.35670508,2.41,976.0,,Earth-like
9573685.0,Kepler-1074 b,0.6,1.0,0.5,1.0,0.685,404,1.25,2.1,568.0,,Earth-like
9590976.0,Kepler-217 d,0.6,1.0,0.5,1.0,0.685,405,1.32,2.3,1574.0,,Earth-like
4055304.0,Kepler-1107 b,0.6,1.0,0.5,1.0,0.685,406,1.34,2.36,1897.0,,Earth-like
4136466.0,Kepler-826 b,0.6,1.0,0.5,1.0,0.685,407,1.25,2.1,1305.0,,Earth-like
10271806.0,Kepler-224 b,0.6,1.0,0.5,1.0,0.685,408,1.39,2.51,937.0,,Earth-like
10329835.0,Kepler-1075 b,0.6,1.0,0.5,1.0,0.685,409,1.42,2.6,818.0,,Earth-like
3955817.0,Kepler-1553 b,0.6,1.0,0.5,1.0,0.685,410,1.15,1.6,926.0,,Earth-like
10328458.0,Kepler-1146 b,0.6,1.0,0.5,1.0,0.685,411,1.23,2.04,1019.0,,Earth-like
10328393.0,Kepler-332 b,0.6,1.0,0.5,1.0,0.685,412,1.17,1.71,703.0,,Earth-like
10265898.0,Kepler-656 c,0.6,1.0,0.5,1.0,0.685,413,1.41,2.57,975.0,,Earth-like
10028535.0,Kepler-1259 b,0.6,1.0,0.5,1.0,0.685,414,1.43,2.63,1681.0,,Earth-like
10055126.0,Kepler-311 c,0.6,1.0,0.5,1.0,0.685,415,1.43,2.63,744.0,,Earth-like
3937519.0,Kepler-495 c,0.6,1.0,0.5,1.0,0.685,416,1.21936414,1.98,1000.0,,Earth-like
10190777.0,Kepler-1019 b,0.6,1.0,0.5,1.0,0.685,417,1.46,2.73,1164.0,,Earth-like
10059645.0,Kepler-1265 b,0.6,1.0,0.5,1.0,0.685,418,1.35,2.39,732.0,,Earth-like
10064256.0,Kepler-1692 b,0.6,1.0,0.5,1.0,0.685,419,1.11177184,1.42,897.0,,Earth-like
10070468.0,Kepler-1297 b,0.6,1.0,0.5,1.0,0.685,420,0.97,0.871,1790.0,,Earth-like
10153855.0,Kepler-1037 b,0.6,1.0,0.5,1.0,0.685,421,1.28,2.18,1650.0,,Earth-like
10118816.0,Kepler-1735 b,0.6,1.0,0.5,1.0,0.685,422,1.19429134,1.84,502.0,,Earth-like
10141900.0,Kepler-763 b,0.6,1.0,0.5,1.0,0.685,423,1.22,1.98,1414.0,,Earth-like
10130039.0,Kepler-334 b,0.6,1.0,0.5,1.0,0.685,424,1.12,1.46,1090.0,,Earth-like
10329196.0,Kepler-1605 b,0.6,1.0,0.5,1.0,0.685,425,1.08,1.28,528.0,,Earth-like
3852655.0,Kepler-1406 b,0.6,1.0,0.5,1.0,0.685,426,1.1,1.37,854.0,,Earth-like
3734418.0,Kepler-1164 b,0.6,1.0,0.5,1.0,0.685,427,1.12,1.46,936.0,,Earth-like
10019643.0,Kepler-163 b,0.6,1.0,0.5,1.0,0.685,428,1.05,1.16,906.0,,Earth-like
10004738.0,Kepler-310 b,0.6,1.0,0.5,1.0,0.685,429,1.19,1.81,665.0,,Earth-like
10388286.0,Kepler-617 b,0.6,1.0,0.5,1.0,0.685,430,1.32,2.3,750.0,,Earth-like
9904006.0,Kepler-361 b,0.6,1.0,0.5,1.0,0.685,431,1.45,2.7,1060.0,,Earth-like
9907129.0,Kepler-1436 b,0.6,1.0,0.5,1.0,0.685,432,1.31,2.27,1001.0,,Earth-like
9950612.0,Kepler-220 d,0.6,1.0,0.5,1.0,0.685,433,0.98,0.904,401.0,,Earth-like
10340423.0,Kepler-225 b,0.6,1.0,0.5,1.0,0.685,434,1.2,1.87,579.0,,Earth-like
9995402.0,Kepler-1361 b,0.6,1.0,0.5,1.0,0.685,435,0.86,0.566,1061.0,,Earth-like
10187017.0,Kepler-102 c,0.6,1.0,0.43320286590794305,1.0,0.66162100306778,436,0.567,1.7,777.0,,Earth-like
9467404.0,Kepler-1323 b,0.6,0.8,0.5,1.0,0.655,437,1.52,2.92,2291.0,,Super-Earth
6599975.0,Kepler-1501 b,0.6,0.8,0.5,1.0,0.655,438,1.56,3.05,787.0,,Super-Earth
7808587.0,Kepler-886 b,0.6,0.8,0.5,1.0,0.655,439,1.52,2.92,1111.0,,Super-Earth
9183378.0,Kepler-1571 b,0.6,0.8,0.5,1.0,0.655,440,1.52,2.92,1476.0,,Super-Earth
9466668.0,Kepler-256 b,0.6,0.8,0.5,1.0,0.655,441,1.59,3.15,1681.0,,Super-Earth
9285265.0,Kepler-1491 b,0.6,0.8,0.5,1.0,0.655,442,1.51,2.89,821.0,,Super-Earth
10136549.0,Kepler-337 b,0.6,0.8,0.5,1.0,0.655,443,1.54,2.99,1458.0,,Super-Earth
8885643.0,Kepler-1346 b,0.6,0.8,0.5,1.0,0.655,444,1.58,3.12,1236.0,,Super-Earth
8951205.0,Kepler-1940 b,0.6,0.8,0.5,1.0,0.655,445,1.54732469,3.01,885.0,,Super-Earth
9390653.0,Kepler-504 b,0.6,0.8,0.5,1.0,0.655,446,1.59,3.15,374.0,,Super-Earth
10656823.0,Kepler-195 c,0.6,0.8,0.5,1.0,0.655,447,1.55,3.02,469.0,,Super-Earth
6425957.0,Kepler-205 b,0.6,0.8,0.5,1.0,0.655,448,1.51,2.89,757.0,,Super-Earth
12121570.0,Kepler-1816 b,0.6,0.8,0.5,1.0,0.655,449,1.9679397,4.53,310.0,,Super-Earth
10350571.0,Kepler-784 b,0.6,0.8,0.5,1.0,0.655,450,1.58,3.12,688.0,,Super-Earth
10253547.0,Kepler-364 b,0.6,0.8,0.5,1.0,0.655,451,1.55,3.02,753.0,,Super-Earth
9141746.0,Kepler-730 c,0.6,0.8,0.5,1.0,0.655,452,1.56926,3.09,1607.0,,Super-Earth
9353742.0,Kepler-1523 b,0.6,0.8,0.5,1.0,0.655,453,1.58,3.12,1676.0,,Super-Earth
10604335.0,Kepler-283 c,0.6,0.8,0.5,1.0,0.655,454,1.82,3.97,240.0,,Super-Earth
10600261.0,Kepler-194 b,0.6,0.8,0.5,1.0,0.655,455,1.51,2.89,1648.0,,Super-Earth
6690836.0,Kepler-1317 b,0.6,0.8,0.5,1.0,0.655,456,1.56,3.05,1796.0,,Super-Earth
6211812.0,Kepler-1865 b,0.6,0.8,0.5,1.0,0.655,457,1.57686072,3.11,1203.0,,Super-Earth
12120307.0,Kepler-394 b,0.6,0.8,0.5,1.0,0.655,458,1.6,3.19,1035.0,,Super-Earth
10332883.0,Kepler-994 b,0.6,0.8,0.5,1.0,0.655,459,1.6,3.19,957.0,,Super-Earth
11074178.0,Kepler-1001 c,0.6,0.8,0.5,1.0,0.655,460,1.57799279,3.11,804.0,,Super-Earth
10779233.0,Kepler-1040 b,0.6,0.8,0.5,1.0,0.655,461,2.08,4.98,300.0,,Super-Earth
6705026.0,Kepler-1483 b,0.6,0.8,0.5,1.0,0.655,462,1.52,2.92,1131.0,,Super-Earth
11284772.0,Kepler-441 b,0.6,0.8,0.5,1.0,0.655,463,1.64,3.33,189.0,,Super-Earth
10027323.0,Kepler-309 b,0.6,0.8,0.5,1.0,0.655,464,1.56,3.05,531.0,,Super-Earth
7603200.0,Kepler-138 c,0.6,0.8,0.5,1.0,0.655,465,1.51,2.3,410.0,,Super-Earth
8620402.0,Kepler-1913 b,0.6,0.8,0.5,1.0,0.655,466,1.51852059,2.92,818.0,,Super-Earth
11342416.0,Kepler-1209 b,0.6,0.8,0.5,1.0,0.655,467,1.51,2.89,755.0,,Super-Earth
10024051.0,Kepler-1228 b,0.6,0.8,0.5,1.0,0.655,468,1.54,2.99,1757.0,,Super-Earth
8613535.0,Kepler-1165 b,0.6,0.8,0.5,1.0,0.655,469,1.55,3.02,946.0,,Super-Earth
8611257.0,Kepler-1389 b,0.6,0.8,0.5,1.0,0.655,470,1.77,3.78,300.0,,Super-Earth
8591173.0,Kepler-1804 b,0.6,0.8,0.5,1.0,0.655,471,1.59615726,3.18,913.0,,Super-Earth
8845205.0,Kepler-560 b,0.6,0.8,0.5,1.0,0.655,472,1.72,3.61,298.0,,Super-Earth
9956082.0,Kepler-1557 b,0.6,0.8,0.5,1.0,0.655,473,1.53,2.96,1287.0,,Super-Earth
11244682.0,Kepler-1699 b,0.6,0.8,0.5,1.0,0.655,474,1.56671124,3.08,1010.0,,Super-Earth
11037818.0,Kepler-1638 b,0.6,0.8,0.5,1.0,0.655,475,1.87,4.16,304.0,,Super-Earth
8554701.0,Kepler-1466 b,0.6,0.8,0.5,1.0,0.655,476,1.55,3.02,585.0,,Super-Earth
8360640.0,Kepler-1891 b,0.6,0.8,0.5,1.0,0.655,477,1.52139156,2.93,1017.0,,Super-Earth
7429240.0,Kepler-1606 b,0.6,0.8,0.5,1.0,0.655,478,2.07,4.94,324.0,,Super-Earth
9896018.0,Kepler-1859 b,0.6,0.8,0.5,1.0,0.655,479,1.58313575,3.13,1455.0,,Super-Earth
