kepid,pl_name,Score_Detection,Score_Habitability,Score_Type,Score_Radio,Priority__default,Priority__comms_heavy
12058147.0,Kepler-1082 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12058204.0,Kepler-373 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12061969.0,Kepler-2001 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12068975.0,Kepler-197 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12116489.0,Kepler-595 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12120484.0,Kepler-1226 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
1996180.0,Kepler-1271 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12154526.0,Kepler-1047 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12254909.0,Kepler-1213 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12352520.0,Kepler-1904 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
1865042.0,Kepler-746 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12401863.0,Kepler-1193 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12405333.0,Kepler-1409 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12416661.0,Kepler-1434 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
1718958.0,Kepler-1934 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
1718189.0,Kepler-262 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12454461.0,Kepler-1248 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
12785320.0,Kepler-515 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11774991.0,Kepler-367 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11764462.0,Kepler-884 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11760860.0,Kepler-1525 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11547505.0,Kepler-922 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11403339.0,Kepler-1117 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11414465.0,Kepler-1363 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11453592.0,Kepler-1319 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2989404.0,Kepler-323 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11455181.0,Kepler-1437 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2985767.0,Kepler-1063 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11460462.0,Kepler-1104 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2857607.0,Kepler-1965 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11495458.0,Kepler-1190 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2849805.0,Kepler-773 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11509504.0,Kepler-1573 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11547513.0,Kepler-134 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2581316.0,Kepler-1514 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11569782.0,Kepler-1150 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11611275.0,Kepler-1574 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11612280.0,Kepler-1587 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11618601.0,Kepler-1894 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11650401.0,Kepler-1614 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11657614.0,Kepler-1481 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11657891.0,Kepler-1028 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11669239.0,Kepler-180 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11709124.0,Kepler-154 e,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11714231.0,Kepler-1431 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11758544.0,Kepler-997 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10460984.0,Kepler-164 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
6060203.0,Kepler-757 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10407482.0,Kepler-1577 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9898017.0,Kepler-1960 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9696358.0,Kepler-1274 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9701962.0,Kepler-1617 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9702006.0,Kepler-1953 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9704384.0,Kepler-1012 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9714550.0,Kepler-1695 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4164922.0,Kepler-1698 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9757613.0,Kepler-26 d,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9763612.0,Kepler-1507 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4144576.0,Kepler-1139 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9787239.0,Kepler-32 e,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9825174.0,Kepler-1377 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9828127.0,Kepler-1564 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9872831.0,Kepler-1572 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4138951.0,Kepler-1373 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10404582.0,Kepler-362 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9880190.0,Kepler-1263 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9883606.0,Kepler-1598 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9886361.0,Kepler-403 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9886661.0,Kepler-905 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9892816.0,Kepler-342 e,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9895006.0,Kepler-936 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4061149.0,Kepler-1741 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4056616.0,Kepler-1053 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9693006.0,Kepler-1385 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4242692.0,Kepler-1531 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4243911.0,Kepler-821 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4365645.0,Kepler-1671 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9285568.0,Kepler-1575 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4473613.0,Kepler-1623 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9353314.0,Kepler-1007 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9364290.0,Kepler-382 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9364609.0,Kepler-1114 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9366617.0,Kepler-1570 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9395024.0,Kepler-1216 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9411412.0,Kepler-1096 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9412623.0,Kepler-1618 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9412760.0,Kepler-345 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9415108.0,Kepler-1108 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4247991.0,Kepler-1185 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9415172.0,Kepler-255 d,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9447166.0,Kepler-1459 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9458343.0,Kepler-1156 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4278221.0,Kepler-908 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9468551.0,Kepler-1399 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9475552.0,Kepler-1315 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9489524.0,Kepler-352 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9569711.0,Kepler-1912 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9573685.0,Kepler-1074 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9590976.0,Kepler-217 d,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4055304.0,Kepler-1107 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
4136466.0,Kepler-826 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10271806.0,Kepler-224 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10329835.0,Kepler-1075 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3955817.0,Kepler-1553 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10328458.0,Kepler-1146 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10328393.0,Kepler-332 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10265898.0,Kepler-656 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10028535.0,Kepler-1259 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10055126.0,Kepler-311 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3937519.0,Kepler-495 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10190777.0,Kepler-1019 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10059645.0,Kepler-1265 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10064256.0,Kepler-1692 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10070468.0,Kepler-1297 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10153855.0,Kepler-1037 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10118816.0,Kepler-1735 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10141900.0,Kepler-763 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10130039.0,Kepler-334 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10329196.0,Kepler-1605 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3852655.0,Kepler-1406 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3734418.0,Kepler-1164 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10019643.0,Kepler-163 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10004738.0,Kepler-310 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10388286.0,Kepler-617 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9904006.0,Kepler-361 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9907129.0,Kepler-1436 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9950612.0,Kepler-220 d,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10340423.0,Kepler-225 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
9995402.0,Kepler-1361 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10187017.0,Kepler-102 c,0.433202865907943,0.6,1.0,1.0,0.6616210030677799,0.7099608597723829
9467404.0,Kepler-1323 b,0.5,0.6,0.8,1.0,0.645,0.7
6599975.0,Kepler-1501 b,0.5,0.6,0.8,1.0,0.645,0.7
7808587.0,Kepler-886 b,0.5,0.6,0.8,1.0,0.645,0.7
9183378.0,Kepler-1571 b,0.5,0.6,0.8,1.0,0.645,0.7
9466668.0,Kepler-256 b,0.5,0.6,0.8,1.0,0.645,0.7
9285265.0,Kepler-1491 b,0.5,0.6,0.8,1.0,0.645,0.7
10136549.0,Kepler-337 b,0.5,0.6,0.8,1.0,0.645,0.7
8885643.0,Kepler-1346 b,0.5,0.6,0.8,1.0,0.645,0.7
8951205.0,Kepler-1940 b,0.5,0.6,0.8,1.0,0.645,0.7
9390653.0,Kepler-504 b,0.5,0.6,0.8,1.0,0.645,0.7
10656823.0,Kepler-195 c,0.5,0.6,0.8,1.0,0.645,0.7
6425957.0,Kepler-205 b,0.5,0.6,0.8,1.0,0.645,0.7
12121570.0,Kepler-1816 b,0.5,0.6,0.8,1.0,0.645,0.7
10350571.0,Kepler-784 b,0.5,0.6,0.8,1.0,0.645,0.7
10253547.0,Kepler-364 b,0.5,0.6,0.8,1.0,0.645,0.7
9141746.0,Kepler-730 c,0.5,0.6,0.8,1.0,0.645,0.7
9353742.0,Kepler-1523 b,0.5,0.6,0.8,1.0,0.645,0.7
10604335.0,Kepler-283 c,0.5,0.6,0.8,1.0,0.645,0.7
10600261.0,Kepler-194 b,0.5,0.6,0.8,1.0,0.645,0.7
6690836.0,Kepler-1317 b,0.5,0.6,0.8,1.0,0.645,0.7
6211812.0,Kepler-1865 b,0.5,0.6,0.8,1.0,0.645,0.7
12120307.0,Kepler-394 b,0.5,0.6,0.8,1.0,0.645,0.7
10332883.0,Kepler-994 b,0.5,0.6,0.8,1.0,0.645,0.7
11074178.0,Kepler-1001 c,0.5,0.6,0.8,1.0,0.645,0.7
10779233.0,Kepler-1040 b,0.5,0.6,0.8,1.0,0.645,0.7
6705026.0,Kepler-1483 b,0.5,0.6,0.8,1.0,0.645,0.7
11284772.0,Kepler-441 b,0.5,0.6,0.8,1.0,0.645,0.7
10027323.0,Kepler-309 b,0.5,0.6,0.8,1.0,0.645,0.7
7603200.0,Kepler-138 c,0.5,0.6,0.8,1.0,0.645,0.7
8620402.0,Kepler-1913 b,0.5,0.6,0.8,1.0,0.645,0.7
11342416.0,Kepler-1209 b,0.5,0.6,0.8,1.0,0.645,0.7
10024051.0,Kepler-1228 b,0.5,0.6,0.8,1.0,0.645,0.7
8613535.0,Kepler-1165 b,0.5,0.6,0.8,1.0,0.645,0.7
8611257.0,Kepler-1389 b,0.5,0.6,0.8,1.0,0.645,0.7
8591173.0,Kepler-1804 b,0.5,0.6,0.8,1.0,0.645,0.7
8845205.0,Kepler-560 b,0.5,0.6,0.8,1.0,0.645,0.7
9956082.0,Kepler-1557 b,0.5,0.6,0.8,1.0,0.645,0.7
11244682.0,Kepler-1699 b,0.5,0.6,0.8,1.0,0.645,0.7
11037818.0,Kepler-1638 b,0.5,0.6,0.8,1.0,0.645,0.7
8554701.0,Kepler-1466 b,0.5,0.6,0.8,1.0,0.645,0.7
8360640.0,Kepler-1891 b,0.5,0.6,0.8,1.0,0.645,0.7
7429240.0,Kepler-1606 b,0.5,0.6,0.8,1.0,0.645,0.7
9896018.0,Kepler-1859 b,0.5,0.6,0.8,1.0,0.645,0.7
11410904.0,Kepler-1131 b,0.5,0.6,0.8,1.0,0.645,0.7
9827149.0,Kepler-1282 b,0.5,0.6,0.8,1.0,0.645,0.7
7047922.0,Kepler-1006 b,0.5,0.6,0.8,1.0,0.645,0.7
11415243.0,Kepler-1544 b,0.5,0.6,0.8,1.0,0.645,0.7
8826007.0,Kepler-1450 b,0.5,0.6,0.8,1.0,0.645,0.7
9649706.0,Kepler-1072 b,0.5,0.6,0.8,1.0,0.645,0.7
10730703.0,Kepler-1191 b,0.5,0.6,0.8,1.0,0.645,0.7
7382313.0,Kepler-1220 b,0.5,0.6,0.8,1.0,0.645,0.7
11611600.0,Kepler-842 b,0.5,0.6,0.8,1.0,0.645,0.7
10794087.0,Kepler-1743 b,0.5,0.6,0.8,1.0,0.645,0.7
8745553.0,Kepler-1633 b,0.5,0.6,0.8,1.0,0.645,0.7
10872983.0,Kepler-228 b,0.5,0.6,0.8,1.0,0.645,0.7
10875245.0,Kepler-107 b,0.5,0.6,0.8,1.0,0.645,0.7
10068659.0,Kepler-1287 b,0.5,0.6,0.8,1.0,0.645,0.7
11508644.0,Kepler-1426 b,0.5,0.6,0.8,1.0,0.645,0.7
11499192.0,Kepler-1433 b,0.5,0.6,0.8,1.0,0.645,0.7
6964929.0,Kepler-1340 b,0.5,0.6,0.8,1.0,0.645,0.7
8692861.0,Kepler-69 c,0.5,0.6,0.8,1.0,0.645,0.7
7605093.0,Kepler-1356 b,0.5,0.6,0.8,1.0,0.645,0.7
9229657.0,Kepler-1257 b,0.5,0.6,0.8,1.0,0.645,0.7
8311864.0,Kepler-452 b,0.5,0.6,0.8,1.0,0.645,0.7
2307415.0,Kepler-356 b,0.5,0.6,0.8,1.0,0.645,0.7
5357545.0,Kepler-1809 b,0.5,0.6,0.8,1.0,0.645,0.7
5184911.0,Kepler-1324 b,0.5,0.6,0.8,1.0,0.645,0.7
5601258.0,Kepler-1805 b,0.5,0.6,0.8,1.0,0.645,0.7
5881120.0,Kepler-1943 b,0.5,0.6,0.8,1.0,0.645,0.7
4275721.0,Kepler-825 b,0.5,0.6,0.8,1.0,0.645,0.7
2304320.0,Kepler-1064 b,0.5,0.6,0.8,1.0,0.645,0.7
5438099.0,Kepler-306 b,0.5,0.6,0.8,1.0,0.645,0.7
5374403.0,Kepler-1277 b,0.5,0.6,0.8,1.0,0.645,0.7
5880320.0,Kepler-758 e,0.5,0.6,0.8,1.0,0.645,0.7
4249725.0,Kepler-120 c,0.5,0.6,0.8,1.0,0.645,0.7
5364071.0,Kepler-49 e,0.5,0.6,0.8,1.0,0.645,0.7
4135665.0,Kepler-823 b,0.5,0.6,0.8,1.0,0.645,0.7
3942670.0,Kepler-147 b,0.5,0.6,0.8,1.0,0.645,0.7
5706595.0,Kepler-370 b,0.5,0.6,0.8,1.0,0.645,0.7
4852528.0,Kepler-80 e,0.5,0.6,0.8,1.0,0.645,0.7
5941160.0,Kepler-200 c,0.5,0.6,0.8,1.0,0.645,0.7
3657758.0,Kepler-1065 c,0.5,0.6,0.8,1.0,0.645,0.7
4947556.0,Kepler-1930 b,0.5,0.6,0.8,1.0,0.645,0.7
5773121.0,Kepler-1932 b,0.5,0.6,0.8,1.0,0.645,0.7
3244792.0,Kepler-1592 b,0.5,0.6,0.8,1.0,0.645,0.7
5807769.0,Kepler-1289 b,0.5,0.6,0.8,1.0,0.645,0.7
4725681.0,Kepler-236 b,0.5,0.6,0.8,1.0,0.645,0.7
3446746.0,Kepler-542 b,0.5,0.6,0.8,1.0,0.645,0.7
4458082.0,Kepler-1181 b,0.5,0.6,0.8,1.0,0.645,0.7
2142522.0,Kepler-1224 b,0.3908386818336419,0.6,1.0,1.0,0.6467935386417746,0.6972516045500926
11401755.0,Kepler-36 b,0.5893182264856273,0.6,1.0,0.5,0.6662613792699696,0.6317954679456882
6268648.0,Kepler-907 b,0.3685371449105875,0.6,1.0,1.0,0.6389880007187055,0.6905611434731762
11600889.0,Kepler-407 b,0.3577776999868551,0.6,1.0,1.0,0.6352221949953992,0.6873333099960566
8037145.0,Kepler-176 e,0.5,0.6,1.0,0.6666666666666666,0.6516666666666666,0.6466666666666666
9529744.0,Kepler-320 b,0.5,0.6,1.0,0.6666666666666666,0.6516666666666666,0.6466666666666666
9451706.0,Kepler-127 b,0.5,0.6,1.0,0.6666666666666666,0.6516666666666666,0.6466666666666666
6037581.0,Kepler-336 b,0.3506082800261207,0.6,1.0,1.0,0.6327128980091422,0.6851824840078362
11904151.0,Kepler-10 b,0.341617648077191,0.6,1.0,1.0,0.6295661768270168,0.6824852944231573
8750043.0,Kepler-1055 b,0.3385618525061931,0.6,1.0,1.0,0.6284966483771676,0.6815685557518579
8292840.0,Kepler-126 b,0.4094251668920755,0.6,0.8,1.0,0.6132988084122264,0.6728275500676226
9597345.0,Kepler-218 b,0.3174180988082221,0.6,1.0,1.0,0.6210963345828777,0.6752254296424666
10663396.0,Kepler-1069 b,0.3992508984035029,0.6,0.8,1.0,0.609737814441226,0.6697752695210508
3239945.0,Kepler-167 d,0.3096782324820634,0.6,1.0,1.0,0.6183873813687222,0.672903469744619
7609553.0,Kepler-1387 b,0.3082870256541186,0.6,1.0,1.0,0.6179004589789415,0.6724861076962355
9334893.0,Kepler-1178 b,0.3063686376314557,0.6,1.0,1.0,0.6172290231710095,0.6719105912894368
6364582.0,Kepler-1505 b,0.2952338631612221,0.6,1.0,1.0,0.6133318521064277,0.6685701589483666
11069176.0,Kepler-1050 c,0.2942851738778892,0.6,1.0,1.0,0.6129998108572612,0.6682855521633667
7428736.0,Kepler-1358 b,0.2933137305874398,0.6,1.0,1.0,0.612659805705604,0.667994119176232
8804283.0,Kepler-1991 b,0.5,0.6,1.0,0.5,0.635,0.605
10252275.0,Kepler-1907 b,0.5,0.6,1.0,0.5,0.635,0.605
10212441.0,Kepler-1199 b,0.5,0.6,1.0,0.5,0.635,0.605
11718389.0,Kepler-1956 b,0.5,0.6,1.0,0.5,0.635,0.605
6609270.0,Kepler-1902 b,0.5,0.6,1.0,0.5,0.635,0.605
4735826.0,Kepler-1972 b,0.5,0.6,1.0,0.5,0.635,0.605
8456679.0,Kepler-1990 c,0.5,0.6,1.0,0.5,0.635,0.605
8827575.0,Kepler-1992 b,0.5,0.6,1.0,0.5,0.635,0.605
5978170.0,Kepler-1910 b,0.5,0.6,1.0,0.5,0.635,0.605
5962262.0,Kepler-1966 b,0.5,0.6,1.0,0.5,0.635,0.605
8950568.0,Kepler-85 e,0.5,0.6,1.0,0.5,0.635,0.605
8561063.0,Kepler-42 b,0.5,0.6,1.0,0.5,0.635,0.605
4665571.0,Kepler-1834 b,0.5,0.6,1.0,0.5,0.635,0.605
7376983.0,Kepler-1987 b,0.5,0.6,1.0,0.5,0.635,0.605
10963065.0,Kepler-408 b,0.5,0.6,1.0,0.5,0.635,0.605
6945786.0,Kepler-1909 b,0.5,0.6,1.0,0.5,0.635,0.605
11285870.0,Kepler-1429 b,0.5,0.6,1.0,0.5,0.635,0.605
6937529.0,Kepler-1597 b,0.5,0.6,1.0,0.5,0.635,0.605
7202957.0,Kepler-1869 b,0.5,0.6,1.0,0.5,0.635,0.605
11295426.0,Kepler-68 c,0.5,0.6,1.0,0.5,0.635,0.605
9650989.0,Kepler-1905 b,0.5,0.6,1.0,0.5,0.635,0.605
6153407.0,Kepler-1911 b,0.5,0.6,1.0,0.5,0.635,0.605
11768142.0,Kepler-1652 b,0.174675551827786,1.0,0.8,0.5,0.6211364431397252,0.5974026655483358
3745690.0,Kepler-157 b,0.2744942439629958,0.6,1.0,1.0,0.6060729853870485,0.6623482731888988
12404954.0,Kepler-537 b,0.2678166026040189,0.6,1.0,1.0,0.6037358109114066,0.6603449807812056
11241912.0,Kepler-1473 b,0.2673176036619634,0.6,1.0,1.0,0.6035611612816872,0.660195281098589
9388479.0,Kepler-732 c,0.2659302747180814,0.6,1.0,1.0,0.6030755961513284,0.6597790824154244
8036287.0,Kepler-1537 b,0.2644109466638704,0.6,1.0,1.0,0.6025438313323547,0.6593232839991611
6442340.0,Kepler-206 b,0.2584966855077876,0.6,1.0,1.0,0.6004738399277256,0.6575490056523363
8167996.0,Kepler-327 b,0.2580616442616452,0.6,1.0,1.0,0.6003215754915757,0.6574184932784936
3541946.0,Kepler-198 d,0.3380479118483353,0.6,0.8,1.0,0.5883167691469173,0.6514143735545006
8150320.0,Kepler-55 d,0.5,0.6,0.8,0.6,0.605,0.6
5513012.0,Kepler-1310 b,0.2374944208984397,0.6,1.0,1.0,0.5931230473144539,0.6512483262695319
6444896.0,Kepler-1649 b,0.0418380970270857,1.0,1.0,0.5,0.61464333395948,0.5875514291081257
7273277.0,Kepler-1035 b,0.2262977637475346,0.6,1.0,1.0,0.5892042173116371,0.6478893291242603
6786037.0,Kepler-603 d,0.5,0.6,1.0,0.3333333333333333,0.6183333333333333,0.5633333333333334
8559152.0,Kepler-1256 b,0.2136645642568463,0.6,1.0,1.0,0.5847825974898962,0.6440993692770539
5480640.0,Kepler-399 b,0.2042165833705045,0.6,1.0,1.0,0.5814758041796766,0.6412649750111513
7091432.0,Kepler-1477 b,0.2021634286313042,0.6,1.0,1.0,0.5807572000209564,0.6406490285893912
3642335.0,Kepler-1410 b,0.2863938114269204,0.6,0.8,1.0,0.5702378339994222,0.6359181434280761
11752906.0,Kepler-2000 c,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
9021075.0,Kepler-1968 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
7103919.0,Kepler-1950 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
8559644.0,Kepler-111 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
7983117.0,Kepler-1988 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
2715695.0,Kepler-1899 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
9153570.0,Kepler-1295 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
3348082.0,Kepler-274 b,0.5,0.6,0.8,0.5,0.5950000000000001,0.575
10858691.0,Kepler-286 b,0.1964395187658892,0.6,1.0,1.0,0.5787538315680613,0.6389318556297667
4139816.0,Kepler-235 c,0.1906259569160103,0.6,1.0,1.0,0.5767190849206036,0.6371877870748031
3234598.0,Kepler-383 b,0.1833605870306262,0.6,1.0,1.0,0.5741762054607191,0.6350081761091878
9821454.0,Kepler-59 b,0.3901421351957928,0.6,1.0,0.5,0.5965497473185275,0.5720426405587379
9838949.0,Kepler-935 b,0.1721844205695244,0.6,1.0,1.0,0.5702645471993335,0.6316553261708573
11568987.0,Kepler-534 c,0.385381940173552,0.6,1.0,0.5,0.5948836790607432,0.5706145820520656
5709725.0,Kepler-598 b,0.1682113462217583,0.6,1.0,1.0,0.5688739711776154,0.6304634038665274
3545135.0,Kepler-1689 b,0.1673696687632256,0.6,1.0,1.0,0.5685793840671289,0.6302109006289677
12159249.0,Kepler-889 b,0.1624966005178909,0.6,1.0,1.0,0.5668738101812618,0.6287489801553673
6198999.0,Kepler-928 b,0.2456323901892027,0.6,0.8,1.0,0.555971336566221,0.6236897170567608
9820483.0,Kepler-740 b,0.9730771293425928,0.0,0.5,1.0,0.5405769952699074,0.6169231388027778
10468940.0,Kepler-273 b,0.1553236969140609,0.6,1.0,1.0,0.5643632939199213,0.6265971090742183
11493431.0,Kepler-847 b,0.1517400455889069,0.6,1.0,1.0,0.5631090159561174,0.625522013676672
8890150.0,Kepler-395 b,0.1474492141037437,0.6,1.0,1.0,0.5616072249363103,0.6242347642311231
10601284.0,Kepler-226 d,0.1460238876803915,0.6,1.0,1.0,0.5611083606881371,0.6238071663041175
4043190.0,Kepler-796 b,0.1446208461731797,0.6,1.0,1.0,0.560617296160613,0.6233862538519539
9941066.0,Kepler-898 b,0.1423647886061488,0.6,1.0,1.0,0.5598276760121521,0.6227094365818446
8494617.0,Kepler-1218 b,0.1399683657395246,0.6,1.0,1.0,0.5589889280088336,0.6219905097218573
6106282.0,Kepler-440 b,0.2205391448233493,0.6,0.8,1.0,0.5471887006881723,0.6161617434470048
6751874.0,Kepler-1174 b,0.2170146943120942,0.6,0.8,1.0,0.545955143009233,0.6151044082936282
9967771.0,Kepler-990 c,0.2123801662496226,0.6,0.8,1.0,0.5443330581873679,0.6137140498748868
7265298.0,Kepler-355 b,0.1139773339691426,0.6,1.0,1.0,0.5498920668891999,0.6141932001907427
11752632.0,Kepler-1258 b,0.1106862723607694,0.6,1.0,1.0,0.5487401953262693,0.6132058817082309
9761615.0,Kepler-1528 b,0.101253369458742,0.6,1.0,1.0,0.5454386793105597,0.6103760108376226
8235924.0,Kepler-1203 b,0.0962749770358659,0.6,1.0,1.0,0.5436962419625531,0.6088824931107597
