kepid,pl_name,Score_Detection,Score_Habitability,Score_Type,Score_Radio,Priority__default,Priority__comms_heavy
3660924.0,Kepler-793 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10525027.0,Kepler-1049 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10525049.0,Kepler-1948 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10552611.0,Kepler-141 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10583761.0,Kepler-1179 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3642289.0,Kepler-135 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10593535.0,Kepler-1568 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10604592.0,Kepler-1957 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10615440.0,Kepler-1622 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10908248.0,Kepler-1440 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10657406.0,Kepler-969 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10669994.0,Kepler-1594 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10670119.0,Kepler-369 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10723367.0,Kepler-375 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10730034.0,Kepler-285 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10730070.0,Kepler-1590 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10777591.0,Kepler-1637 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10813132.0,Kepler-1215 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10880507.0,Kepler-1390 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10905239.0,Kepler-101 c,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
3444588.0,Kepler-787 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11337566.0,Kepler-1298 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11389771.0,Kepler-301 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
10453588.0,Kepler-1253 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11401767.0,Kepler-372 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
2556650.0,Kepler-1124 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11810124.0,Kepler-1471 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11811193.0,Kepler-1163 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11818872.0,Kepler-1860 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11823054.0,Kepler-181 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11962284.0,Kepler-1302 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
11963206.0,Kepler-1357 b,0.5,0.6,1.0,1.0,0.6849999999999999,0.73
