kepid,kepoi_name,fpp_prob,fpp_score,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,pp_host_rel_prob,pp_host_prob_score,pp_1hi_rel_prob,pp_2hi_rel_prob,pp_unk_rel_prob,fpp_fp_components_sum,radio_silence_risk,Radio_Silent,risk_threshold_0p75
9028474,K03510.01,1.0,1.0,0.14,0.86,9.6e-06,0.00024,0.00062,6.1e-11,0.48,6136.0,1.0,1.0,1.0,0.0,4.169e-07,1.0008696000610002,0.6609176503943877,1,0.6606315896878756
6182849,K03512.01,0.99,1.0,0.14,0.86,1.2e-05,2.1e-05,5.9e-05,1.5e-08,0.579,5975.0,1.0,1.0,1.0,0.0,7.998e-07,1.000092015,0.6606618586322907,1,0.6606315896878756
9851142,K03513.01,0.97,1.0,0.18,0.79,2.1000000000000001e-13,1e-05,2.3e-11,1.6e-54,0.269,7202.0,0.0,1.0,0.0,0.0,0.0,0.97001000002321,0.652424555120108,0,0.6606315896878756
3240159,K03515.01,0.99,1.0,0.08,0.91,8.2e-06,0.0002,0.00088,1.7e-07,0.901,6311.0,1.0,1.0,1.0,0.0,6.728e-07,0.9910883699999999,0.6577000499050448,0,0.6606315896878756
9658118,K03516.01,1.0,1.0,0.23,3.1e-05,1.1e-10,0.082,0.69,9.3e-07,0.674,6307.0,1.0,1.0,1.0,0.0,9.9e-07,1.0020319301099998,0.6613000065715878,1,0.6606315896878756
7132542,K03517.01,0.99,1.0,0.68,0.027,8.5e-06,0.01,0.28,3.8e-05,0.656,5860.0,1.0,1.0,1.0,0.0,1.241e-05,0.9970465000000001,0.6596600162777823,0,0.6606315896878756
8589754,K03518.01,0.97,1.0,0.32,0.47,5.9e-07,0.067,0.11,7.5e-06,0.631,6608.0,1.0,1.0,0.0,0.0,1.87e-06,0.96700809,0.3190879322128281,0,0.6606315896878756
8043052,K03695.01,0.99,1.0,0.028,0.32,0.11,0.059,0.46,0.017,0.314,5218.0,1.0,1.0,1.0,0.0,3.104e-06,0.9940000000000001,0.6586578499009922,0,0.6606315896878756
5435816,K03696.01,0.99,1.0,0.093,0.89,0.0041,0.00024,0.0012,3.1e-05,0.42,5760.0,1.0,1.0,1.0,0.0,9.494e-07,0.988571,0.6573420233764032,0,0.6606315896878756
8559589,K03697.01,1.0,1.0,0.19,0.76,0.014,0.0044,0.03,0.00021,0.402,6020.0,1.0,1.0,1.0,0.0,1.044e-08,0.99861,0.6606315896878756,1,0.6606315896878756
6470521,K03701.01,0.0,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0,0.6606315896878756
2449090,K03702.01,0.97,1.0,1.1e-10,0.023,0.95,1.7e-08,3.3e-10,0.0006,0.497,7008.0,0.0,1.0,0.0,0.0,0.0,0.97360001744,0.6536055151552952,0,0.6606315896878756
7770471,K03706.01,0.98,1.0,5.9e-17,6.6e-14,3.3e-30,0.083,0.9,6.1e-05,0.759,6434.0,1.0,1.0,0.0,0.0,9.824e-07,0.983061000000066,0.323384434772264,0,0.6606315896878756
4472818,K03878.02,0.83,1.0,0.0066,0.047,0.57,0.00056,0.0073,0.2,0.013,5848.0,1.0,0.64,1.0,0.0,0.0001882,0.8314599999999999,0.6051892390743188,0,0.6606315896878756
5560830,K03879.01,1.0,0.0,4.099999999999999e-279,0.0,0.0,3.2e-22,3.6e-20,9.2e-141,0.328,6592.0,8.2e-104,0.92,1.0,8.2e-104,1.948e-08,3.632e-20,0.9939649230212089,1,0.6606315896878756
4147444,K03880.01,0.83,1.0,0.051,0.00063,2.1e-31,0.77,0.0046,3.7e-29,0.008,6505.0,1.0,0.67,1.0,0.0,0.0001427,0.82623,0.6047089623928439,0,0.6606315896878756
11614528,K03885.01,1.0,1.0,0.0051,0.45,0.014,0.0047,0.23,0.29,0.22,6021.0,5.7e-12,1.0,1.0,5.7e-12,0.0002044,0.9938,0.9939649230211995,1,0.6606315896878756
5308419,K03887.01,1.0,1.0,9.1e-07,2.5e-05,0.0019,0.0059,0.18,0.82,0.237,6213.0,0.0,1.0,0.0,0.0,4.317e-06,1.00782591,0.6648643494698403,1,0.6606315896878756
8260198,K03888.01,1.0,1.0,1.5000000000000002e-22,6.3e-13,0.086,3e-06,0.005,0.91,0.227,5151.0,2.0999999999999998e-101,1.0,1.0,2.0999999999999998e-101,6.035e-06,1.00100300000063,0.9942948665224569,1,0.6606315896878756
10733174,K03889.01,1.0,0.97,8.3e-21,2.2e-29,0.38,0.00058,0.57,0.014,0.032,5934.0,2.9e-12,1.0,2.9e-12,0.0,1.0,0.96458,0.662289964480574,1,0.6606315896878756
7866921,K03360.01,0.57,0.91,0.031,0.45,0.0035,6.9e-05,0.00037,1.6e-05,0.259,5079.0,1.0,0.7,1.0,6.5e-37,4.009e-07,0.48495499999999997,0.5191802382945601,0,0.6606315896878756
6619815,K03361.01,0.0048,1.0,6.8e-05,0.0027,0.00078,5.4e-05,0.00083,0.00039,0.022,6081.0,1.0,0.99,1.0,1.1e-21,0.000218,0.004822,0.3332611874160222,0,0.6606315896878756
3098197,K03362.01,0.98,1.0,0.33,0.65,8.9e-06,0.00082,0.001,2.3e-16,0.501,5893.0,0.0,1.0,0.0,0.0,0.0,0.9818289000000002,0.6563124606403391,0,0.6606315896878756
11651712,K03363.01,0.00073,1.0,4.6e-06,0.00062,9.9e-05,7.8e-07,5.4e-07,5.7e-06,0.017,5787.0,1.0,1.0,1.0,1.1e-20,1.34e-05,0.0007306200000000001,0.33191530083447895,0,0.6606315896878756
11455428,K03365.01,0.0017,1.0,4.9e-09,3.2e-07,0.0013,9.7e-06,0.00032,3.5e-05,0.025,5161.0,1.0,1.0,1.0,2.4999999999999997e-27,8.508e-06,0.0016650249,0.33223418481358047,0,0.6606315896878756
11657614,K03370.01,0.62,1.0,0.00038,0.00026,0.28,0.0022,0.013,0.33,0.017,4903.0,1.0,0.38,1.0,0.0,0.0001343,0.62584,0.5375491765778223,0,0.6606315896878756
3757590,K03520.01,1.0,1.0,0.12,0.88,2.2e-05,0.00087,0.0024,8.6e-11,0.632,6399.0,1.0,1.0,1.0,0.0,4.057e-07,1.003292000086,0.6617145149459026,1,0.6606315896878756
5456023,K03521.01,0.99,1.0,0.048,0.94,1e-05,0.0001,0.00013,3.3e-16,0.62,4794.0,1.0,1.0,1.0,0.0,4.328e-07,0.9882400000000002,0.6573420233764032,0,0.6606315896878756
12021387,K03522.01,0.95,1.0,0.076,0.88,7.8e-07,1.6e-06,0.00036,1.5e-15,0.252,9429.0,1.0,0.94,1.0,0.0,2.063e-05,0.9563623800000016,0.6462767052213925,0,0.6606315896878756
8044608,K03523.01,0.99,1.0,0.14,0.85,9.1e-05,2.2e-05,0.00015,3.5e-07,0.441,5976.0,1.0,1.0,1.0,0.0,8.295e-07,0.9902633499999999,0.6574286541052158,0,0.6606315896878756
8760135,K03524.01,0.99,1.0,0.67,0.0068,1.7e-06,0.031,0.28,2.9e-05,0.652,5405.0,1.0,1.0,1.0,0.0,9.369e-07,0.9878307000000001,0.6573420233764032,0,0.6606315896878756
10292238,K03526.01,0.99,1.0,0.28,0.71,0.00017,7.9e-05,0.00044,1.7e-08,0.574,5730.0,1.0,1.0,1.0,0.0,9.768e-08,0.990689017,0.6575686800875263,0,0.6606315896878756
8733497,K03527.01,0.99,1.0,0.084,0.91,2.8e-05,0.00025,0.0018,1.1e-09,0.551,5635.0,1.0,1.0,1.0,0.0,2.678e-07,0.9960780011,0.6593414221423685,0,0.6606315896878756
4255422,K03528.01,0.89,1.0,0.86,0.028,0.0009,0.00047,0.0073,4.4e-08,0.473,5661.0,1.0,1.0,1.0,0.0,2.092e-07,0.8966700439999999,0.6266405154655225,0,0.6606315896878756
6947164,K03531.01,0.96,1.0,0.23,0.73,0.00017,0.00024,0.0035,2.2e-07,0.515,5796.0,1.0,1.0,1.0,0.0,5.997e-07,0.9639102199999999,0.6487596172402303,0,0.6606315896878756
2576107,K03709.01,1.0,1.0,0.1,0.89,0.0031,0.00026,0.001,2.1e-05,0.427,6009.0,1.0,0.76,1.0,1.8e-11,1.502e-05,0.9943810000000001,0.6606315896938457,1,0.6606315896878756
5653849,K03711.01,1.0,0.38,3.9e-06,2.6e-05,0.38,3e-10,5.1e-11,4.9e-10,0.101,5738.0,0.0,1.0,1.0,0.0,1.237e-06,0.380029900841,0.9939649230212089,1,0.6606315896878756
11564013,K03714.01,0.99,1.0,0.0083,0.25,0.11,0.034,0.58,0.0026,0.4,5608.0,1.0,1.0,1.0,0.0,9.065e-07,0.9849,0.6573420233764032,0,0.6606315896878756
4937143,K03715.01,0.93,1.0,4.2e-06,0.9,0.0047,4.8e-06,0.014,0.0077,0.443,6285.0,1.0,1.0,1.0,0.0,1.132e-05,0.9264090000000001,0.6376046255075685,0,0.6606315896878756
8719324,K03716.01,1.0,1.0,0.0093,1.7e-07,0.062,0.8,0.13,6.7e-06,0.406,7426.0,1.0,1.0,1.0,3.3e-101,4.926e-06,1.0013068699999998,0.661061493240423,1,0.6606315896878756
8719324,K03716.02,0.0,,,,,,,,0.0,7467.0,1.0,1.0,1.0,0.0,7.264e-06,0.0,0.33167495854063017,0,0.6606315896878756
11241814,K03717.01,1.0,1.0,0.076,0.92,0.0017,0.00013,0.0016,1.4e-05,0.402,5884.0,1.0,1.0,1.0,8.499999999999999e-51,4.778e-08,0.999444,0.6606315896878756,1,0.6606315896878756
9412623,K04640.01,0.0069,1.0,1.0000000000000002e-12,6.6e-06,0.0014,0.00014,0.0007,0.0046,0.008,6576.0,1.0,0.44,1.0,8e-15,0.0001114,0.006846600001,0.33394475929554884,0,0.6606315896878756
3644505,K04641.01,0.024,1.0,7e-10,8.3e-08,0.011,2.2e-05,7.3e-06,0.013,0.01,5912.0,0.0,1.0,0.0,0.0,6.955e-06,0.024029383699999997,0.34123795844382987,0,0.6606315896878756
4664743,K04642.01,0.0014,1.0,2.8e-89,1.2e-56,0.0,1.2e-23,2.3e-15,0.0,0.004,7371.0,1.0,0.78,1.0,0.0,0.0001798,2.3000000119999997e-15,0.3321354978242363,0,0.6606315896878756
11076276,K04645.01,0.00034,1.0,2.1e-25,3.9e-16,2.5e-18,5e-11,3.1e-08,0.00022,0.009,5765.0,0.0,1.0,0.0,0.0,0.0005955,0.0002200310500003925,0.3334451785879234,0,0.6606315896878756
9947653,K04647.01,0.3,0.75,4.1e-42,1.4e-64,0.0049,9.9e-08,3.4e-14,0.038,0.009,5153.0,1.0,0.67,1.0,0.0,9.992e-05,0.042900099000034,0.4303619478848038,0,0.6606315896878756
9947653,K04647.02,0.0057,0.99,7.1e-24,4.9000000000000005e-34,0.00034,2.5e-07,4.1e-09,7e-05,0.01,5150.0,1.0,0.44,1.0,0.0,0.0001541,0.0004102541,0.33355001133816947,0,0.6606315896878756
10473272,K04648.01,0.24,1.0,0.0035,0.043,0.017,0.011,0.12,0.05,0.017,5675.0,5.3e-45,0.98,1.0,5.3e-45,4.104e-05,0.2445,0.745438188189465,1,0.6606315896878756
9220612,K04059.01,1.0,0.0,2.8e-275,0.0,1.5000000000000002e-201,2.2e-38,5.299999999999999e-59,1.5e-25,0.012,5394.0,0.0,1.0,0.0,0.0,1.0,1.5000000000002198e-25,0.6622899644805788,1,0.6606315896878756
9086154,K04060.01,0.018,1.0,5.3e-10,8.6e-09,0.018,3.1e-08,1.9e-08,0.00048,0.018,5826.0,1.0,0.99,1.0,0.0,4.404e-05,0.01848005913,0.33775409653543687,0,0.6606315896878756
6806695,K04061.01,0.00036,1.0,7.4e-18,1.2e-11,0.00015,3.1e-08,3e-06,0.00021,0.01,5482.0,0.0,0.56,0.0,0.0,1.0,0.0003630310120000074,0.3334527547920428,0,0.6606315896878756
11858979,K04062.01,1.0,1.0,0.056,0.65,0.026,0.022,0.24,0.0088,0.295,6163.0,5.1e-102,1.0,1.0,5.1e-102,2.788e-07,1.0028000000000001,0.9948860015884212,1,0.6606315896878756
5900390,K04063.01,1.0,1.0,8.2e-27,1.7000000000000002e-79,2.6999999999999997e-131,0.00023,1.0,1.1e-43,0.006,9708.0,0.0,1.0,0.0,0.0,0.0,1.00023,0.6623656245057427,1,0.6606315896878756
5444334,K04064.01,1.0,0.0,3.4e-245,1.2e-84,1.2e-186,1e-54,2.1999999999999999e-44,2.1e-66,0.013,5355.0,0.0,1.0,0.0,0.0,0.3468,2.2000000001e-44,0.6622899644805788,1,0.6606315896878756
8686373,K04066.01,0.24,1.0,0.0039,0.14,0.085,0.00027,0.0019,0.0072,0.023,6375.0,1.0,1.0,1.0,0.00028,6.656e-05,0.23827,0.4107174190043605,0,0.6606315896878756
5530112,K04067.01,0.025,1.0,0.0028,0.022,0.00015,1.3e-05,0.00047,4.1e-06,0.024,6269.0,0.97,1.0,0.97,3.6e-97,0.03499,0.0254371,0.3400924125065669,0,0.6606315896878756
6226908,K04068.01,0.002,1.0,1.9e-06,0.00021,0.0016,5e-06,2.2e-05,0.00017,0.034,5530.0,1.0,1.0,1.0,0.0,6.48e-05,0.0020089,0.33233579951694187,0,0.6606315896878756
5906694,K04069.01,0.0071,1.0,5.799999999999999e-14,3.2e-17,0.0067,2.7e-06,3.4e-07,0.00032,0.019,4629.0,1.0,0.67,1.0,6.6e-13,0.0001172,0.007023040000058031,0.3340105506219944,0,0.6606315896878756
10186945,K04070.01,0.0079,1.0,2.6e-06,0.00022,0.0013,0.0003,0.0054,0.0007,0.013,4942.0,1.0,1.0,1.0,0.0,1.718e-05,0.0079226,0.3342811503465573,0,0.6606315896878756
9641076,K04250.01,0.00025,1.0,1.4999999999999998e-29,3.4e-24,9.1e-05,7.4e-12,2.9e-10,0.00013,0.01,5389.0,0.0,1.0,0.0,0.0,0.0007642,0.0002210002974,0.33341557249112014,0,0.6606315896878756
8741470,K04251.01,0.36,1.0,0.021,0.27,0.028,0.0011,0.03,0.012,0.012,5557.0,1.0,0.56,1.0,7.9e-12,3.698e-05,0.3621000000000001,0.45079015468166794,0,0.6606315896878756
10525049,K04252.01,0.97,1.0,9.7e-06,1.1e-07,0.43,0.0014,0.0034,0.54,0.012,3912.0,1.0,0.78,1.0,7.4e-08,4.52e-05,0.97480981,0.6523451341914636,0,0.6606315896878756
8487645,K04254.01,3.6e-05,1.0,5.6e-19,3.6999999999999995e-21,1.4e-08,6.1e-07,3.5e-05,5.7e-10,0.005,8232.0,0.0,1.0,0.0,0.0,0.0001897,3.562457000000056e-05,0.33334517577205464,0,0.6606315896878756
10407482,K04255.01,0.00031,1.0,2.6e-17,1.3999999999999999e-15,0.00026,5.6e-07,9.4e-07,5.2e-05,0.013,4857.0,1.0,0.82,1.0,9.300000000000001e-24,6.45e-05,0.000313500000001426,0.3317780864444953,0,0.6606315896878756
5817613,K04256.01,0.44,0.56,2.3e-87,1.3e-69,2.0000000000000002e-38,9.7e-20,6.9e-20,0.00069,0.012,5787.0,0.0,1.0,0.0,0.0,0.0009275,0.0006900000000000002,0.4780742510381213,0,0.6606315896878756
7901016,K04257.01,0.0016,1.0,6e-26,3.4e-26,0.00067,1e-06,6.3e-11,0.00036,0.011,5594.0,1.0,0.97,1.0,0.0,0.0001225,0.001031000063,0.33220128915046576,0,0.6606315896878756
7115925,K04258.01,0.49,0.51,2.5999999999999996e-43,4.2e-37,5.6e-200,7.7e-16,5.5e-12,1.1e-50,0.005,6285.0,0.0,1.0,0.0,0.0,0.0002769,5.500770000000001e-12,0.49452208259548364,0,0.6606315896878756
5785279,K04259.01,0.0022,1.0,1e-10,7e-09,0.00089,2.6e-06,2.1e-05,0.0013,0.009,5397.0,1.0,0.33,1.0,0.0,0.0001281,0.0022136071,0.33240313927492976,0,0.6606315896878756
7429240,K04450.01,0.00087,1.0,2.4e-07,2.8e-06,0.00016,1.2e-06,3.4e-05,6.4e-05,0.023,5431.0,1.0,1.0,1.0,0.0,7.336e-07,0.00026224,0.33196115080972827,0,0.6606315896878756
10729472,K04453.02,0.00016,1.0,1.8e-26,1.8e-16,2.4e-05,1.9e-09,3.3e-07,0.00011,0.007,5574.0,1.0,0.44,1.0,0.0,0.0002113,0.00013433190000018,0.33172759160161375,0,0.6606315896878756
9777200,K04455.01,0.023,1.0,2.8e-12,1.3e-05,3e-08,0.00017,0.015,0.0076,0.006,6303.0,0.0,1.0,0.0,0.0,0.0008766,0.0227830300028,0.34089933584971993,0,0.6606315896878756
8652577,K04458.01,0.35,1.0,0.044,0.27,0.019,0.0021,0.016,0.00027,0.026,6339.0,8.600000000000001e-102,1.0,1.0,1.8e-17,1.539e-06,0.35137,0.780593783360171,1,0.6606315896878756
9947389,K04460.01,0.32,1.0,1.3e-05,0.00044,0.041,0.0013,0.013,0.26,0.017,5494.0,1.0,1.0,1.0,0.0,3.687e-07,0.315753,0.4369410805077487,0,0.6606315896878756
11912987,K04461.01,0.82,1.0,1.9e-24,2.1e-19,5e-07,4e-06,1.4e-06,0.82,0.008,5856.0,0.0,1.0,0.0,0.0,0.001435,0.8200059,0.6030797117181984,0,0.6606315896878756
6717252,K04651.01,0.0097,1.0,9.4e-09,1.7e-06,0.0067,2.9e-05,0.0003,0.0027,0.007,5589.0,0.53,0.67,0.53,0.47,8.724e-05,0.0097307094,0.4915426065901936,0,0.6606315896878756
5817685,K04652.01,0.51,0.49,2.9e-67,1.6e-40,8.2e-56,5e-13,1.7e-12,5e-25,0.006,6131.0,0.0,1.0,0.0,0.0,0.006081,2.2000000000005e-12,0.5011012152184285,0,0.6606315896878756
11181260,K04653.01,0.00015,1.0,1.2e-15,4.8e-05,2.6e-06,6e-08,1.6e-08,3.7e-08,0.008,6258.0,0.67,0.97,0.67,0.33,3.358e-05,5.071300000120001e-05,0.4417243020353023,0,0.6606315896878756
2558163,K04655.01,0.027,1.0,8.3e-13,1.1e-13,0.011,9.7e-06,2.3e-06,0.016,0.013,5653.0,0.66,0.33,0.66,0.29,0.0001987,0.02701200000094,0.43731032046779056,0,0.6606315896878756
8107611,K04656.01,0.00079,1.0,4.8e-10,0.00013,6.7e-05,1.4e-05,0.00011,0.00039,0.008,6580.0,0.71,0.44,0.71,0.29,0.0001387,0.00071100048,0.42860150094590316,0,0.6606315896878756
6527078,K04657.01,0.2,1.0,1e-17,1.3e-15,0.035,0.00015,0.00029,0.17,0.006,5293.0,0.7,0.44,0.7,0.3,0.0001549,0.20544000000000132,0.49925580884352067,0,0.6606315896878756
6527078,K04657.02,0.018,1.0,1.9e-06,8.5e-07,0.013,3.6e-05,5.7e-05,0.005,0.009,5303.0,0.47,0.33,0.53,0.47,0.0001064,0.018095749999999997,0.5142943421653796,0,0.6606315896878756
4946049,K04658.01,8e-06,1.0,1.6e-26,5.4e-10,8.7e-20,5.8e-11,3.7e-06,4.2e-06,0.005,9468.0,0.0,1.0,0.0,0.0,0.0002506,7.900598000000086e-06,0.3333359649863825,0,0.6606315896878756
2857607,K04659.01,0.0019,1.0,1.7e-10,1.2e-06,0.0016,2.2e-08,1.3e-08,9.7e-05,0.014,5762.0,0.85,0.33,0.85,0.077,0.0004025,0.0016982351700000002,0.3580877041663439,0,0.6606315896878756
5559651,K04660.01,0.026,1.0,2.5e-10,1.2e-09,0.00088,1.9e-06,3.6e-05,0.025,0.006,5890.0,4.4e-13,0.78,4.4e-13,6.900000000000001e-23,1.0,0.025917901450000003,0.3418862057431609,0,0.6606315896878756
2708286,K04071.01,1.0,0.0,3.6e-85,6e-78,3.2e-07,6e-25,7.2e-21,5.2e-07,0.052,5656.0,0.0,1.0,0.0,0.0,0.0005836,8.400000000000072e-07,0.6622899644805788,1,0.6606315896878756
6755944,K04072.01,0.0016,1.0,1.5e-07,1.4e-05,0.00066,0.0001,0.0007,0.00017,0.009,6066.0,1.0,0.95,1.0,8.7e-16,2.122e-05,0.00164415,0.3322158125857312,0,0.6606315896878756
10419797,K04073.01,1.0,1.0,1.1e-08,9.3e-06,0.86,0.0031,0.017,0.12,0.243,6322.0,1.0,0.61,1.0,0.0,6.329e-05,1.0001093110000001,0.6606675482661829,1,0.6606315896878756
7777471,K04075.01,1.0,0.0,5.2e-98,4.2000000000000005e-57,5.4e-127,2.7000000000000003e-18,6.3e-15,5.1e-32,0.009,6071.0,0.0,1.0,0.0,0.0,0.001269,6.3027e-15,0.6622899644805788,1,0.6606315896878756
9455677,K04076.01,0.025,1.0,0.0018,0.022,3.5e-05,4.4e-06,3.2e-05,2.3e-06,0.023,5546.0,1.0,1.0,1.0,4.7e-06,3.396e-05,0.0238737,0.33990043319161645,0,0.6606315896878756
7690855,K04077.01,1.0,0.0,0.0,0.0,0.0,8.1e-121,0.0,3e-120,0.258,4411.0,0.0,1.0,0.0,0.0,0.0,3.81e-120,0.6622899644805788,1,0.6606315896878756
5036480,K04080.01,0.00018,1.0,6.2e-21,4.8e-15,1.6e-06,1.2e-08,9.8e-07,0.00018,0.011,5728.0,0.0,1.0,0.0,0.0,0.001008,0.0001825920000048,0.3333933981825294,0,0.6606315896878756
6592832,K04082.01,1.0,0.93,3.5e-57,1.3999999999999999e-58,1.5e-47,1e-11,1.5e-10,0.93,0.01,5739.0,1.0,0.88,1.0,6.2e-19,0.0008193,0.9300000001600001,0.6606315896878756,1,0.6606315896878756
8524346,K04083.01,1.0,1.0,8.9e-09,0.3,0.091,0.024,0.11,0.47,0.02,6579.0,0.0,1.0,0.0,0.0,0.0001711,0.9950000089,0.6622899644805788,1,0.6606315896878756
3937814,K04084.01,0.00062,1.0,1.1e-06,1.6e-05,0.00023,8.5e-06,4.8e-06,3.2e-05,0.025,5331.0,1.0,1.0,1.0,0.0,1.405e-05,0.0002924,0.33187891165194144,0,0.6606315896878756
10526887,K04261.01,0.00042,1.0,5.5e-19,1.1e-11,8.4e-05,7e-10,6.6e-07,0.00033,0.011,5538.0,1.0,0.67,1.0,0.0,3.497e-05,0.00041466071100000054,0.33181312032571203,0,0.6606315896878756
9641144,K04262.01,0.0058,1.0,5.7e-23,1.0999999999999999e-14,1.9e-09,6.9e-07,4.1e-05,0.0058,0.006,6178.0,0.0,1.0,0.0,0.0,6.345e-05,0.005841691900010999,0.3352549966209611,0,0.6606315896878756
8572168,K04263.01,1.0,1.0,1.6e-13,1e-06,0.017,0.0002,0.13,0.85,0.009,6012.0,8.2e-96,0.5,8.2e-96,8.2e-96,1.0,0.99720100000016,0.6622899644805788,1,0.6606315896878756
7368137,K04265.01,0.019,0.98,2.3e-62,8.8e-62,6.9e-10,7.100000000000001e-24,6.1e-22,5.8e-09,0.008,5400.0,0.0,1.0,0.0,0.0,0.02825,6.490000000000617e-09,0.339583509325131,0,0.6606315896878756
9027841,K04266.01,0.045,1.0,7.6e-05,0.016,0.0054,0.00019,0.023,0.0015,0.048,4983.0,0.023,1.0,0.023,0.0,0.977,0.046166,0.3484818025466449,0,0.6606315896878756
7450747,K04267.01,3.3e-06,1.0,1.4e-18,2.5e-10,7.9e-11,8.6e-10,6.8e-09,3.6e-09,0.009,6017.0,0.64,0.44,0.64,0.36,0.0001828,1.1589000001399999e-08,0.4516760440975129,0,0.6606315896878756
7826620,K04268.01,0.0045,1.0,1.3e-10,1.4e-10,0.00066,1.1e-05,4e-05,0.0037,0.011,4588.0,1.0,0.33,1.0,8.6e-14,4.553e-05,0.00441100027,0.33315526338082124,0,0.6606315896878756
8890924,K04269.01,0.44,1.0,1.7e-11,1.0999999999999999e-14,0.099,0.0049,0.0058,0.33,0.012,5142.0,1.0,1.0,1.0,1.6e-15,4.116e-05,0.43970000001701104,0.4764158762454187,0,0.6606315896878756
8890924,K04269.02,1.0,0.0003,5.6e-207,6.4e-217,1.1e-84,2.4000000000000003e-18,1.8000000000000002e-28,1.2e-15,0.005,5141.0,1.0,0.67,1.0,0.002,0.0001943,1.20240000000018e-15,0.6612949396049569,1,0.6606315896878756
11357664,K04464.01,0.45,1.0,0.041,0.31,0.014,0.0042,0.045,0.031,0.018,4310.0,1.0,0.67,1.0,4.1e-08,0.000111,0.44519999999999993,0.479705456155564,0,0.6606315896878756
7272132,K04466.01,0.013,1.0,1.5e-05,0.0026,0.0035,0.0002,0.0023,0.004,0.021,6040.0,0.83,1.0,0.83,0.17,1.931e-05,0.012615,0.392618061412211,0,0.6606315896878756
10006641,K04469.01,0.18,1.0,2.1e-06,2.6e-05,0.079,5.9e-05,0.001,0.1,0.008,4995.0,1.0,0.88,1.0,0.00082,5.767e-05,0.1800871,0.3911877777357106,0,0.6606315896878756
8955709,K04471.01,0.0027,1.0,2.9e-20,9.7e-22,0.0011,3e-07,1.3e-06,0.0016,0.021,4499.0,0.0,0.99,0.0,0.0,1.0,0.0027016,0.3342220425680407,0,0.6606315896878756
7031430,K04472.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,3577.0,0.0,1.0,0.0,0.0,0.0002358,0.0,0.6622899644805788,1,0.6606315896878756
7133294,K04473.01,0.00025,1.0,1.8e-26,2.5e-15,7.3e-07,2.5e-09,1.9e-06,7.4e-08,0.008,6099.0,1.0,0.78,1.0,0.0004,0.0001856,2.7065000025e-06,0.3318898676818332,0,0.6606315896878756
11912916,K04475.01,0.064,1.0,9.6e-27,9.500000000000001e-22,0.00028,2e-08,3.1e-08,0.06,0.015,5421.0,0.0,1.0,0.0,0.0,0.0002972,0.060280051,0.35438655772675703,0,0.6606315896878756
10407210,K04662.01,1.0,0.0,2.1e-78,1.8e-127,1.8e-305,7.3e-15,3.5e-12,1.5e-78,0.004,6480.0,0.0,1.0,0.0,0.0,0.0003462,3.5073000000000002e-12,0.6622899644805788,1,0.6606315896878756
7515336,K04663.01,0.0002,1.0,3.5e-20,5.6e-19,3.1e-05,9.2e-06,3.3e-06,0.00011,0.005,5623.0,1.0,0.95,1.0,5.7e-08,3.633e-05,0.0001535000000000006,0.3317407687723323,0,0.6606315896878756
8984755,K04664.01,0.0068,1.0,6.1e-09,2e-06,0.0006,1.2e-05,0.0006,0.0056,0.008,5758.0,3.8e-46,1.0,3.8e-46,3.4e-74,1.0,0.0068140061,0.3355748458246061,0,0.6606315896878756
11337012,K04666.01,0.0013,1.0,4.1e-13,1.5e-11,0.00019,8.3e-06,1.1e-06,0.00046,0.016,5379.0,1.0,0.36,1.0,3.1e-06,5.063e-05,0.00065940001541,0.33210363035349305,0,0.6606315896878756
8937762,K04668.01,0.59,1.0,0.029,0.34,0.16,0.0014,0.015,0.043,0.021,5482.0,1.0,0.56,1.0,0.0,8.95e-05,0.5884,0.5257593709175049,0,0.6606315896878756
5428471,K04671.01,0.00023,1.0,1.8e-48,1.9e-28,2.5e-11,4.9e-16,1.5e-11,1.6e-07,0.013,5547.0,0.0,1.0,0.0,0.0,0.0002455,1.6004000049e-07,0.33340899335849716,0,0.6606315896878756
10130057,K04675.01,0.018,1.0,6.2e-16,4.5e-13,0.0042,2.7e-09,1.4e-07,0.013,0.009,5191.0,0.0,1.0,0.0,0.0,0.0006102,0.01720014270045062,0.3392545526939838,0,0.6606315896878756
4953173,K04676.02,1.0,0.0,0.0,1.0999999999999998e-219,0.0,2.3999999999999997e-65,3.6000000000000004e-62,8.3e-242,0.17,6420.0,1.8e-06,1.0,0.95,0.053,0.001042,3.6024000000000003e-62,0.9949593478968307,1,0.6606315896878756
5041847,K04085.01,1.0,1.0,8.6e-37,8.5e-24,8.1e-05,0.008,0.037,0.95,0.341,5784.0,0.0,0.56,1.0,0.0,7.604e-07,0.995081,0.9939649230212089,1,0.6606315896878756
3836558,K04086.01,1.0,1.0,2.8e-13,3.6e-10,0.057,3.5e-06,0.00028,0.94,0.011,5625.0,0.0,1.0,0.0,0.0,4.096e-05,0.9972835003602799,0.6622899644805788,1,0.6606315896878756
