kepid,kepoi_name,fpp_prob,fpp_score,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_ror,fpp_steff,pp_host_rel_prob,pp_host_prob_score,pp_1hi_rel_prob,pp_2hi_rel_prob,pp_unk_rel_prob,fpp_fp_components_sum,radio_silence_risk,Radio_Silent,risk_threshold_0p75
6879865,K00417.01,0.86,1.0,0.067,0.79,0.002,0.00023,0.0017,5.3e-06,0.126,5851.0,1.0,1.0,1.0,0.0,1.761e-06,0.8609353,0.6148853344643732,0,0.6606315896878756
7975727,K00418.01,0.014,1.0,0.00046,0.0089,0.0048,3.9e-05,0.00016,3.1e-12,0.112,5655.0,1.0,1.0,1.0,0.0,9.909e-07,0.0143590000031,0.33639844680829323,0,0.6606315896878756
8219673,K00419.01,0.99,1.0,0.063,0.93,0.0011,0.00016,0.0019,2.9e-05,0.392,5747.0,1.0,1.0,1.0,0.0,6.304e-07,0.9961890000000001,0.6593779359665736,0,0.6606315896878756
8352537,K00420.01,5.7e-08,1.0,3.6e-09,1.4e-19,5.3e-08,8.8e-11,2e-16,1.0999999999999999e-14,0.047,4829.0,1.0,1.0,1.0,0.0,5.836e-07,5.6688011200139993e-08,0.33167497729115814,0,0.6606315896878756
9115800,K00421.01,0.00038,1.0,0.00022,0.00015,5.1e-08,1.4e-07,4.9e-13,7e-17,0.118,5443.0,1.0,1.0,1.0,0.0,1.301e-06,0.00037019100049007,0.3317999620604661,0,0.6606315896878756
9214713,K00422.01,0.38,1.0,0.031,0.34,0.0016,7.1e-06,7.7e-07,1.1e-06,0.126,6235.0,1.0,0.5,1.0,0.0,1.417e-05,0.37260896999999993,0.45667847837658343,0,0.6606315896878756
9478990,K00423.01,0.00039,1.0,0.00024,0.00016,2.3e-09,8.5e-11,1.1e-06,3.4999999999999996e-43,0.087,6334.0,1.0,1.0,1.0,8.7e-102,1.13e-06,0.00040110238500000006,0.3318069038299449,0,0.6606315896878756
9597411,K00424.01,0.79,1.0,0.14,0.13,6.8e-05,0.021,0.51,0.00017,0.306,5913.0,1.0,1.0,1.0,0.0,7.247e-07,0.8012380000000001,0.5952475117677869,0,0.6606315896878756
9967884,K00425.01,0.84,1.0,0.096,0.74,0.00063,0.00023,0.0012,1.8e-06,0.141,5942.0,1.0,1.0,1.0,5e-07,1.231e-06,0.8380618,0.6079986945417956,0,0.6606315896878756
10016874,K00426.01,6.2e-05,1.0,4.3e-10,4.9e-05,1.3e-05,1.2e-13,1.5e-14,4e-10,0.031,5616.0,0.14,1.0,0.14,0.0,0.8631,6.200083013500001e-05,0.33312155644656444,0,0.6606315896878756
6462863,K00094.02,4.9e-09,1.0,1.7e-11,3.6e-09,1.4e-20,1.3e-09,1.3e-27,1.5e-23,0.026,6209.0,1.0,1.0,1.0,7.599999999999999e-101,1.013e-05,4.917000000014014e-09,0.3316749601581099,0,0.6606315896878756
6462863,K00094.03,6.5e-06,1.0,4.5e-07,5.8e-06,2.6000000000000002e-12,1.1e-15,2.6e-31,9.900000000000001e-17,0.042,6211.0,1.0,1.0,1.0,7.1e-101,9.365e-06,6.250002601199001e-06,0.33167709675873264,0,0.6606315896878756
6462863,K00094.04,5.8e-05,1.0,1.1000000000000001e-23,2.9e-23,2.2e-99,9.3e-08,7.1e-11,1.9e-54,0.01,6209.0,1.0,1.0,1.0,6.1e-45,2.998e-05,9.307100000000004e-08,0.3316940380252367,0,0.6606315896878756
5780885,K00097.01,0.0014,1.0,0.0014,6.3e-07,7.6e-35,8.3e-10,5.199999999999999e-15,2.5e-13,0.08,6088.0,1.0,1.0,1.0,5.099999999999999e-87,3.678e-07,0.0014006308302552,0.33213570534003184,0,0.6606315896878756
10264660,K00098.01,3.2e-05,1.0,3.2e-05,1.8e-08,5.8e-42,1.5e-10,1.6e-14,8.3e-82,0.045,6465.0,0.71,1.0,0.71,0.29,4.961e-06,3.201815001599999e-05,0.4283521577900617,0,0.6606315896878756
4055765,K00100.01,0.62,1.0,0.026,0.58,0.0016,6.8e-05,0.011,7.6e-05,0.05,6654.0,1.0,1.0,1.0,2.5e-25,4.27e-06,0.618744,0.5356280698519224,0,0.6606315896878756
2444412,K00103.01,7.9e-05,1.0,1.2e-05,6.7e-05,5.3e-08,2.2e-10,7.3e-08,9.099999999999999e-14,0.027,5697.0,1.0,1.0,1.0,5.0999999999999995e-101,5.015e-06,7.912622009099999e-05,0.3317009876354267,0,0.6606315896878756
10318874,K00104.01,0.0014,1.0,1.9e-05,0.0014,5.9e-07,1.6e-05,4.3e-05,3.4e-13,0.039,4736.0,1.0,1.0,1.0,0.0,4.414e-07,0.0014785900003399998,0.33216135052599,0,0.6606315896878756
8711794,K00105.01,0.013,1.0,0.00039,0.013,2.8e-06,9.4e-08,1.1e-10,2.5000000000000003e-12,0.03,5646.0,1.0,1.0,1.0,1.2e-05,4.12e-06,0.013392894112500001,0.3360846199686924,0,0.6606315896878756
5959753,K00226.01,7.8e-07,1.0,7.8e-13,1.3e-18,1.8e-07,6e-07,1.8999999999999998e-16,5.4000000000000004e-12,0.026,5142.0,1.0,1.0,1.0,6.7e-82,3.477e-06,7.800061801913e-07,0.33167521512883547,0,0.6606315896878756
3847907,K00229.01,0.00029,1.0,0.0002,1.1e-07,8.8e-05,1.1e-08,5.300000000000001e-13,5.8e-21,0.049,5811.0,1.0,1.0,1.0,2.1e-35,4.748e-06,0.00028812100053,0.33177035596366283,0,0.6606315896878756
3862246,K00230.01,1.0,1.0,0.11,0.67,0.0067,0.016,0.19,0.01,0.388,5808.0,1.0,1.0,1.0,3.5e-101,7.24e-06,1.0027000000000001,0.6615197725919733,1,0.6606315896878756
4043443,K00231.01,0.98,1.0,0.12,0.83,0.016,0.0024,0.0097,0.0003,0.366,4612.0,1.0,1.0,1.0,0.0,1.653e-06,0.9783999999999999,0.6540524570649308,0,0.6606315896878756
4833421,K00232.01,8.7e-05,1.0,6.3e-06,1.6e-06,2.7e-09,5.3e-11,7.9e-05,3.9e-12,0.043,6065.0,1.0,1.0,1.0,1.4e-101,1.484e-06,8.690275690000001e-05,0.33170357776753995,0,0.6606315896878756
4833421,K00232.02,1.0,0.0,7.5e-34,4.1e-108,3.1999999999999996e-181,1.2e-08,1.4e-44,1.1e-157,0.017,6064.0,1.0,1.0,1.0,5.5e-75,5.77e-06,1.2e-08,0.6606315896878756,1,0.6606315896878756
4833421,K00232.03,0.01,0.99,6.1e-13,2.5e-05,2.8e-22,1.9e-11,1.9e-05,3.1e-08,0.017,6060.0,1.0,1.0,1.0,9.1e-22,2.719e-05,4.403101961e-05,0.33496452485210265,0,0.6606315896878756
4833421,K00232.04,0.0036,1.0,1.1e-05,2.7e-06,3.1e-09,8.1e-12,3e-32,1.6e-09,0.018,6073.0,1.0,1.0,1.0,2.1e-13,7.325e-05,1.37047081e-05,0.3328592024128299,0,0.6606315896878756
4833421,K00232.05,0.61,0.39,3.7e-07,1.1e-05,2.9e-10,2.3e-19,7.2e-14,2.8e-22,0.017,6059.0,1.0,0.94,1.0,2.8e-05,8.578e-05,1.137029007200023e-05,0.5323477904392889,0,0.6606315896878756
5023956,K00233.01,0.0038,1.0,8.6e-15,0.0035,3.1999999999999996e-14,4.7e-08,0.00028,5.2e-16,0.061,6314.0,0.0,1.0,0.0,0.0,1.0,0.00378004700004112,0.33458336853169285,0,0.6606315896878756
8491277,K00234.01,1.6e-05,1.0,6.7e-15,1.8999999999999998e-14,1.6e-05,3.2e-12,2.2e-14,3.7e-13,0.027,5712.0,1.0,1.0,1.0,0.0,3.415e-06,1.60000036177e-05,0.33168022184791857,0,0.6606315896878756
11200415,K00293.01,0.13,1.0,7.4e-05,0.029,0.034,0.0088,0.056,0.0012,0.008,6634.0,2.8e-101,1.0,1.0,2.8e-101,1.873e-06,0.12907400000000002,0.7077726539231054,1,0.6606315896878756
11259686,K00294.01,0.0084,1.0,0.00053,0.0076,7.2e-05,4.5e-06,0.00022,2.7e-08,0.019,5996.0,0.77,1.0,0.77,0.23,2.584e-05,0.008426526999999998,0.4111135871414881,0,0.6606315896878756
11547513,K00295.01,2.3e-08,1.0,1.2e-13,6.3e-12,1e-08,1.3e-08,4e-12,9.1e-22,0.017,5977.0,1.0,1.0,1.0,8.6e-101,2.51e-06,2.3010420000000914e-08,0.33167496611006037,0,0.6606315896878756
11547513,K00295.02,0.0016,1.0,8.5e-06,0.0016,3.1e-05,6.3e-06,1.4e-07,1.2e-07,0.011,5979.0,1.0,1.0,1.0,2.7000000000000002e-30,1.691e-05,0.0016460600000000002,0.33221644089289637,0,0.6606315896878756
11802615,K00296.01,9.3e-05,1.0,1.2e-05,5.3e-05,4.1e-06,7.9e-10,2.4e-05,8e-10,0.021,5842.0,1.0,1.0,1.0,0.0,1.006e-05,9.310159000000002e-05,0.331705584926031,0,0.6606315896878756
11905011,K00297.01,2.5e-06,1.0,1.1e-13,6.4e-07,1.7e-06,1.9e-07,4.1e-10,7.9e-13,0.013,6089.0,1.0,1.0,1.0,7.8e-17,5.909e-06,2.5304109e-06,0.33167579093607524,0,0.6606315896878756
12785320,K00298.01,0.00017,1.0,3.1e-06,6.7e-05,9e-05,4e-06,1.4e-06,7.4e-07,0.017,5294.0,0.97,1.0,0.97,0.024,9.614e-06,0.00016623999999999998,0.3397408314166814,0,0.6606315896878756
12785320,K00298.02,0.013,1.0,0.00017,0.00021,0.0089,0.00016,0.00023,0.0029,0.019,5292.0,0.6,1.0,0.6,0.19,3.905e-05,0.01257,0.3996329867853454,0,0.6606315896878756
2692377,K00299.01,3.9e-06,1.0,1.9999999999999998e-15,3.9e-12,3.5e-06,5.1e-08,3.8e-07,9.500000000000001e-12,0.016,5559.0,1.0,1.0,1.0,0.0,2.503e-06,3.931013402e-06,0.33167625167355586,0,0.6606315896878756
3438975,K00300.01,1.0,0.46,1.1e-32,2.3e-26,1.8e-17,2e-09,4.8e-08,0.47,0.011,6008.0,0.0,1.0,0.0,0.0,0.0005278,0.47000005,0.6622899644805788,1,0.6606315896878756
3642289,K00301.01,5e-06,1.0,1.2e-16,1e-13,5e-06,1.7e-09,5.6e-11,5.9e-13,0.016,6255.0,1.0,1.0,1.0,2.5e-36,2.402e-05,5.00175669012e-06,0.33167660390166076,0,0.6606315896878756
10189546,K00427.01,0.022,1.0,0.0016,0.021,2.1e-05,6.7e-09,1.7e-07,2.7e-10,0.039,5334.0,1.0,0.5,1.0,0.0,4.338e-05,0.022621176970000004,0.33911634470926705,0,0.6606315896878756
10189546,K00427.02,0.00026,1.0,3e-06,6.2e-05,2.9e-06,5.9e-12,3.7e-08,2.5e-09,0.028,5336.0,1.0,0.51,1.0,0.0,6.38e-05,6.793950590000001e-05,0.33176048726472845,0,0.6606315896878756
10189546,K00427.03,0.0018,1.0,8.6e-05,0.0007,0.00082,2.5e-05,0.00016,3.9e-05,0.025,5337.0,1.0,0.57,1.0,0.0,0.0001811,0.00183,0.3322769491756296,0,0.6606315896878756
10418224,K00428.01,5.1e-07,1.0,2.8e-07,4.8e-08,3.4e-60,7.5e-17,1.8e-07,9.9e-47,0.056,6339.0,1.0,1.0,1.0,0.0,7.632e-07,5.08000000075e-07,0.33167512630851204,0,0.6606315896878756
10616679,K00429.01,2.1e-05,1.0,1.8e-08,9.300000000000001e-49,2.1e-05,1.1e-17,1.0999999999999999e-26,1.9e-16,0.047,5310.0,1.0,1.0,1.0,0.0,9.351e-07,2.1018000000201e-05,0.33168187255110365,0,0.6606315896878756
10717241,K00430.01,0.00064,1.0,1.8e-10,1e-10,0.00024,3.9e-07,0.0004,3.7e-08,0.038,4280.0,1.0,1.0,1.0,1.7e-101,1.064e-06,0.00064042728,0.33188563134115373,0,0.6606315896878756
10717241,K00430.02,0.12,1.0,3.7e-10,7.4e-13,0.024,0.00016,2.9e-05,0.09,0.013,4281.0,1.0,0.64,1.0,0.0,9.635e-05,0.11418900037074001,0.3711497542782996,0,0.6606315896878756
10843590,K00431.01,6.9e-06,1.0,5.9e-10,5.1e-06,1.8e-06,2.7e-13,3.6e-18,7.7e-10,0.03,5253.0,1.0,1.0,1.0,0.0,1.564e-06,6.9013602700036e-06,0.3316772287888549,0,0.6606315896878756
10843590,K00431.02,0.001,1.0,8.5e-07,0.0008,0.00021,5.8e-08,3.4e-10,1.4e-06,0.028,5256.0,1.0,1.0,1.0,4.5e-85,4.238e-06,0.0010123083400000001,0.3320079640818388,0,0.6606315896878756
10858832,K00432.01,0.0029,1.0,3.4e-08,0.0028,1.3e-05,1.1e-07,1.9e-06,4.4e-10,0.034,5830.0,1.0,1.0,1.0,0.0,1.211e-06,0.00281504444,0.3326289327709572,0,0.6606315896878756
10937029,K00433.01,5.2e-07,1.0,6.8e-08,3.4000000000000004e-18,4.4e-07,6.3e-11,8.1e-09,1.1e-13,0.048,5245.0,1.0,1.0,1.0,5.6e-31,3.071e-06,5.161631100034e-07,0.3316751295980784,0,0.6606315896878756
10489525,K00106.01,1.0,1.0,2.8e-20,1.3e-15,3.9e-82,0.0037,0.98,0.014,0.182,6853.0,0.0,1.0,0.0,0.0,1.0,0.9977000000000013,0.6622899644805788,1,0.6606315896878756
11250587,K00107.01,3.1e-08,1.0,5.5e-09,2.5e-08,5.1e-16,4.6e-12,4e-16,9.3e-40,0.021,5913.0,1.0,1.0,1.0,3e-48,2.414e-06,3.050460091e-08,0.3316749687382857,0,0.6606315896878756
4914423,K00108.01,0.0015,1.0,2.5e-05,0.0015,7.8e-09,2.7e-10,3.1000000000000004e-13,2.7e-16,0.021,5934.0,1.0,1.0,1.0,0.0,3.232e-06,0.0015250080703102702,0.33217662005791176,0,0.6606315896878756
4914423,K00108.02,0.00063,1.0,4.3e-05,2.7e-05,4.4e-07,1.5e-09,0.00055,6.900000000000001e-12,0.035,5933.0,1.0,1.0,1.0,8.2e-46,1.797e-06,0.0006204415069000001,0.3318822012182529,0,0.6606315896878756
4752451,K00109.01,1.0,1.0,2.9e-05,0.041,0.36,0.0092,0.16,0.43,0.2,6207.0,3e-97,1.0,0.97,3e-97,0.03023,1.000229,0.9840900053335228,1,0.6606315896878756
9450647,K00110.01,0.00037,1.0,1.9e-05,0.00035,7.6e-08,5.6e-11,8.1e-17,3.5000000000000004e-28,0.021,6329.0,1.0,1.0,1.0,0.0,2.072e-06,0.00036907605600008096,0.3317966724941546,0,0.6606315896878756
6678383,K00111.01,6.4e-08,1.0,7.3e-09,5.7e-08,7.700000000000001e-13,5e-12,1.7e-16,4.1e-11,0.021,6019.0,1.0,1.0,1.0,3.3e-13,2.395e-06,6.434677017e-08,0.33167497970803633,0,0.6606315896878756
6678383,K00111.02,1.5e-05,1.0,6.8e-09,2.4e-11,3.1e-13,8.1e-13,3.4e-24,7.0000000000000006e-34,0.021,6019.0,1.0,1.0,1.0,1.2e-05,6.077e-06,6.8251200000000034e-09,0.33168387298959984,0,0.6606315896878756
6678383,K00111.03,0.00057,1.0,6.2e-05,1.8e-06,0.00051,2.2e-07,8.4e-11,2.2e-08,0.024,6016.0,1.0,1.0,1.0,7.1e-10,2.431e-06,0.0005740420840000001,0.3318637937262088,0,0.6606315896878756
10984090,K00112.01,1.4e-05,1.0,2.5e-06,1e-05,1.7e-06,3.5e-11,8.3e-11,1.6e-07,0.025,5914.0,0.47,1.0,0.53,0.47,3.063e-06,1.4360118000000003e-05,0.508346349063337,0,0.6606315896878756
10984090,K00112.02,1.5e-05,1.0,5.1e-15,2.2e-15,1.4e-05,2e-07,1.7e-07,1.6e-08,0.01,5914.0,0.47,1.0,0.53,0.47,8.386e-06,1.4386000007299998e-05,0.5083465595567641,0,0.6606315896878756
8107225,K00235.01,4e-05,1.0,5.399999999999999e-15,2.9e-06,3.7e-05,1.1e-08,2e-07,9.8e-10,0.023,5287.0,1.0,1.0,1.0,4.9e-43,3.201e-06,4.0111980005399994e-05,0.33168815364244136,0,0.6606315896878756
8453211,K00236.01,1.0,0.0,7.3e-85,1.1e-154,5.6e-10,2.9e-17,6.5e-36,2.1e-36,0.343,5486.0,0.0,1.0,0.0,0.0,0.0,5.60000029e-10,0.6622899644805788,1,0.6606315896878756
8041216,K00237.01,1.2e-05,1.0,4.4e-08,4.9e-07,1.2e-05,6.1e-09,2.6e-14,6.6e-09,0.023,5786.0,1.0,1.0,1.0,4.3e-101,5.664e-06,1.2546700026e-05,0.3316790858608027,0,0.6606315896878756
7219825,K00238.01,4.3e-05,1.0,6.4e-07,3.9e-05,3e-06,5.9e-12,8.8e-16,7.4e-09,0.021,6156.0,1.0,1.0,1.0,3.5999999999999997e-37,1.851e-05,4.264740590088e-05,0.3316891036757695,0,0.6606315896878756
7219825,K00238.02,0.00042,1.0,1.3e-06,0.00019,0.00016,9.5e-07,2.5e-06,3e-05,0.011,6150.0,1.0,0.5,1.0,3.3e-08,7.826e-05,0.00038475000000000006,0.33181313127098566,0,0.6606315896878756
7219825,K00238.03,0.017,1.0,8.1e-06,0.00023,0.013,2.4e-06,4.3e-05,0.0022,0.015,6152.0,1.0,0.82,1.0,6.9e-07,0.0005075,0.015483499999999999,0.33726745012585474,0,0.6606315896878756
6383785,K00239.01,0.00074,1.0,7.2e-05,0.00042,5.1e-05,1.2e-08,0.0002,6.700000000000001e-12,0.035,5810.0,1.0,0.82,1.0,3.4e-101,7.183e-06,0.0007430120067000001,0.3319193772672561,0,0.6606315896878756
6383785,K00239.02,0.00039,1.0,1.1e-15,1.2e-13,0.00011,5.6e-07,1e-06,0.00028,0.012,5805.0,1.0,0.7,1.0,5.4e-05,0.00014,0.00039156000012109996,0.3318216752469232,0,0.6606315896878756
8026752,K00240.01,5.7e-05,1.0,2e-07,5.7e-05,5.6e-16,1.9e-12,5.7e-17,5.2e-28,0.036,6120.0,1.0,1.0,1.0,4.2e-58,1.537e-06,5.7200001900617e-05,0.331693774860557,0,0.6606315896878756
11288051,K00241.01,6.4e-05,1.0,2.4e-11,5.5e-16,6.1e-05,4e-06,6.4e-12,8.8e-09,0.031,5128.0,1.0,1.0,1.0,3.8e-56,2.037e-05,6.500883040055e-05,0.33169634362647354,0,0.6606315896878756
11288051,K00241.02,0.00064,1.0,1.4e-11,3.7999999999999994e-15,0.0004,1.4e-05,2.4e-07,0.00022,0.021,5128.0,1.0,1.0,1.0,1.7e-27,6.504e-05,0.0006342400140038001,0.33188549078456436,0,0.6606315896878756
3642289,K00301.02,0.0027,1.0,9.5e-10,1.4e-12,0.0025,2.1e-06,1.6e-08,0.00019,0.009,6261.0,1.0,0.78,1.0,5.4e-09,0.000166,0.0026921169514,0.3325631432357725,0,0.6606315896878756
3662838,K00302.01,5e-09,1.0,4.7e-09,3.6e-10,4.8e-74,4.3e-24,3.6e-31,2.9e-68,0.028,7140.0,1.0,1.0,1.0,2.4e-77,8.282e-06,5.0600000000000044e-09,0.3316749602051507,0,0.6606315896878756
5966322,K00303.01,0.00076,1.0,0.00032,0.00044,6e-07,1e-14,3.6e-24,3.1e-10,0.025,5689.0,1.0,1.0,1.0,4.1999999999999997e-101,3.849e-06,0.00076060031001,0.3319251630562606,0,0.6606315896878756
6029239,K00304.01,0.0024,1.0,0.00013,0.0023,3.2e-07,5.8e-08,1e-05,3.7999999999999996e-14,0.022,5847.0,1.0,1.0,1.0,0.0,2.48e-06,0.0024403780000379995,0.3324777370662485,0,0.6606315896878756
6029239,K00304.02,0.92,0.99,2.8e-11,5.6e-12,0.15,0.0012,0.00016,0.75,0.005,5843.0,1.0,0.78,1.0,1.7e-09,4.977e-05,0.9013600000336,0.6343150597599434,0,0.6606315896878756
6063220,K00305.01,2.9e-05,1.0,4.3e-15,2.8e-19,2.9e-05,6.2e-09,3e-09,2.1000000000000003e-12,0.019,4835.0,1.0,1.0,1.0,1.9e-28,0.0006027,2.900920210430028e-05,0.33168450131002664,0,0.6606315896878756
6071903,K00306.01,0.00071,1.0,2.5e-06,0.0007,5.1e-06,6.7e-10,1.3e-12,1.0000000000000002e-12,0.024,5263.0,1.0,1.0,1.0,0.00025,1.382e-05,0.0007076006723,0.33199143648837987,0,0.6606315896878756
6289257,K00307.01,0.0015,1.0,3.6e-05,0.00039,0.001,9.5e-07,6.7e-08,1.9e-06,0.016,6124.0,0.5,1.0,0.5,0.5,2.523e-05,0.001428917,0.4988350601540177,0,0.6606315896878756
6289257,K00307.02,1.7e-05,1.0,7.200000000000001e-20,2.0999999999999997e-21,1.5e-05,1.8e-07,3.5e-09,9.9e-09,0.01,6124.0,0.51,1.0,0.51,0.49,5.587e-06,1.5193400000000074e-05,0.49501388413669295,0,0.6606315896878756
6291837,K00308.01,0.002,1.0,0.00011,0.0017,0.00024,3.4e-07,4.4e-11,1e-08,0.028,6231.0,1.0,1.0,1.0,0.0,6.385e-06,0.002050350044,0.332349434783777,0,0.6606315896878756
10937029,K00433.02,0.012,1.0,0.0058,0.00046,0.0043,0.00049,0.0005,5.2e-06,0.118,5250.0,1.0,1.0,1.0,1.6e-39,5.811e-06,0.011555200000000002,0.33562243811439707,0,0.6606315896878756
11656302,K00434.01,0.015,1.0,0.015,8.500000000000001e-18,0.00038,8.9e-08,1.5e-17,1.3999999999999999e-14,0.139,5333.0,1.0,1.0,1.0,8.3e-64,1.143e-06,0.015380089000014023,0.33673434080481957,0,0.6606315896878756
11709124,K00435.01,2.5e-05,1.0,4.6e-07,2.5e-06,2.3e-05,1e-10,5.2e-16,2.6e-10,0.038,5754.0,1.0,1.0,1.0,1.7000000000000003e-76,3.08e-06,2.596036000052e-05,0.33168349837319927,0,0.6606315896878756
11709124,K00435.03,0.01,1.0,0.0005,0.0094,4e-05,5.1e-07,6.9e-05,9.5e-07,0.022,5753.0,1.0,1.0,1.0,9.6e-17,2.283e-05,0.01001046,0.3349679657384644,0,0.6606315896878756
11709124,K00435.04,1.3e-05,1.0,3.4e-15,1.8999999999999998e-14,6.5e-06,7.6e-07,3.5e-08,5.7e-06,0.014,5758.0,1.0,0.99,1.0,1.9e-26,1.876e-05,1.29950000224e-05,0.3316792349768351,0,0.6606315896878756
11709124,K00435.05,0.00035,1.0,1.1e-07,9.6e-07,3.6e-07,1.1e-10,2e-13,2.7e-09,0.029,5755.0,1.0,1.0,1.0,1.7e-45,7.442e-06,1.4328102e-06,0.3317900933615317,0,0.6606315896878756
11709124,K00435.06,4.8e-05,1.0,4.8999999999999993e-14,8.6e-16,1.2e-05,8.8e-08,7e-07,1.6e-07,0.012,5751.0,1.0,0.78,1.0,4.4e-10,5.053e-05,1.294800004986e-05,0.3316907486048622,0,0.6606315896878756
11805075,K00436.01,0.9,1.0,0.095,0.81,5.7e-05,8.6e-05,0.00012,1.2e-07,0.226,5306.0,1.0,1.0,1.0,0.0,3.571e-07,0.9052631200000001,0.6294672647976748,0,0.6606315896878756
12302530,K00438.01,1.7e-05,1.0,2.6e-11,1.1e-21,1.6e-05,3.1e-07,1.2e-07,8.200000000000001e-12,0.034,4404.0,1.0,1.0,1.0,3.3e-36,1.659e-05,1.6430034199999996e-05,0.3316805508033596,0,0.6606315896878756
12302530,K00438.02,4.4e-05,1.0,7.6e-07,6.1e-07,3.8e-05,2.6e-06,2e-06,2e-07,0.032,4403.0,1.0,1.0,1.0,3.2e-12,5.939e-06,4.4170000000000006e-05,0.3316894885560893,0,0.6606315896878756
6721123,K00114.01,1.0,1.0,2.3e-05,0.00038,0.031,0.056,0.17,0.74,0.183,6269.0,1.1999999999999998e-101,1.0,1.0,1.1999999999999998e-101,2.002e-06,0.997403,0.9939649230212089,1,0.6606315896878756
9579641,K00115.01,7.1e-06,1.0,3.5e-06,3.6e-06,5.4e-09,1.6e-08,1.8e-11,1.1000000000000001e-18,0.025,6062.0,1.0,1.0,1.0,2.6e-61,1.191e-06,7.1214180000011005e-06,0.3316773011783044,0,0.6606315896878756
9579641,K00115.02,5.1e-05,1.0,6.7e-06,2.5e-05,1.4e-05,1.2e-06,4.3e-06,1.2e-08,0.015,6062.0,1.0,1.0,1.0,4.2e-05,9.16e-06,5.1212000000000004e-05,0.33170573541588316,0,0.6606315896878756
9579641,K00115.03,0.04,1.0,7.3e-09,2.6e-08,0.0019,0.00019,0.00019,0.038,0.005,6062.0,0.78,0.44,0.78,0.18,0.0001168,0.0402800333,0.4049916775892051,0,0.6606315896878756
8395660,K00116.01,0.0035,1.0,0.00019,0.0032,4e-05,4.4e-06,3.1e-07,1.9e-10,0.024,5935.0,1.0,1.0,1.0,7.800000000000001e-67,1.783e-05,0.00343471019,0.33282630674964553,0,0.6606315896878756
8395660,K00116.02,0.00035,1.0,5e-05,5.2e-05,0.00024,2.1e-09,3.2e-10,3.8e-09,0.026,5930.0,1.0,1.0,1.0,4.4e-62,2.997e-05,0.00034200622000000005,0.3317900933615317,0,0.6606315896878756
8395660,K00116.03,0.21,1.0,9.299999999999999e-15,7.4e-15,0.041,6.4e-05,1.2e-05,0.17,0.007,5930.0,0.99,0.33,0.99,0.0025,0.0005155,0.21107600000001672,0.40195557956095024,0,0.6606315896878756
10875245,K00117.01,4e-06,1.0,3e-07,4.7e-07,3.2e-06,3.4e-08,3.1e-11,1.3e-13,0.019,5873.0,1.0,1.0,1.0,4.1e-51,1.24e-05,4.00403113e-06,0.3316762756932217,0,0.6606315896878756
10875245,K00117.02,4.8e-08,1.0,6.3e-20,1.1e-24,6.8e-11,4.1e-09,3.4e-11,8e-11,0.011,5872.0,1.0,0.97,1.0,1.4e-12,6.006e-05,4.2820000000630005e-09,0.3316749743310128,0,0.6606315896878756
10875245,K00117.03,1.7e-06,1.0,4.3e-21,1.3e-20,1.6e-06,7.6e-09,3.7e-09,3.3e-11,0.01,5870.0,1.0,1.0,1.0,6.5e-19,2.314e-05,1.6113330000000174e-06,0.3316755177669031,0,0.6606315896878756
11288051,K00241.03,0.00099,1.0,2.3e-19,7.600000000000001e-20,0.00067,3.8e-06,8.3e-08,0.00023,0.015,5128.0,1.0,1.0,1.0,2.4e-09,1.705e-05,0.0009038830000000003,0.3320006264014858,0,0.6606315896878756
3642741,K00242.01,8.2e-12,1.0,8.200000000000001e-12,3.7e-67,1.3e-16,1.3e-14,4.4e-24,9.4e-44,0.055,5750.0,1.0,1.0,1.0,1.1e-101,1.408e-06,8.213130000004401e-12,0.3316749585433319,0,0.6606315896878756
9592579,K00243.01,1.0,0.0,1.6e-15,4e-11,2.2e-73,2e-06,8.1e-05,5.6e-11,0.081,5981.0,6.7e-12,0.89,1.0,6.7e-12,2.367e-05,8.30000960016e-05,0.9939649230211979,1,0.6606315896878756
4349452,K00244.01,0.17,1.0,0.012,0.16,0.00025,1.1e-07,1.5e-07,1.3e-19,0.035,6291.0,1.0,0.67,1.0,2.2e-42,6.801e-05,0.17225026000000002,0.3883378237844673,0,0.6606315896878756
4349452,K00244.02,8.5e-08,1.0,2.6e-11,8.5e-08,4.3e-16,4.1e-11,2.4999999999999996e-15,1.4e-40,0.018,6292.0,1.0,0.95,1.0,0.0023,7.532e-05,8.506700292999998e-08,0.33243783892862827,0,0.6606315896878756
11852982,K00247.01,0.0076,1.0,1.2e-08,3.1999999999999996e-14,0.0075,4.4e-06,1.7e-06,0.00011,0.034,3867.0,1.0,1.0,1.0,0.0,7.858e-05,0.007616112000032,0.3341803290866008,0,0.6606315896878756
5364071,K00248.01,4e-06,1.0,4.8e-13,1.4000000000000001e-28,4e-06,1.6e-11,5.9e-12,1.1000000000000002e-12,0.038,4033.0,1.0,1.0,1.0,0.0,7.184e-06,4.0000234799999994e-06,0.3316762743748786,0,0.6606315896878756
5364071,K00248.02,0.0023,1.0,1.1e-08,8.000000000000001e-12,0.0022,1.2e-05,1.4e-06,4.3e-06,0.036,4033.0,1.0,1.0,1.0,3.3e-05,4.787e-05,0.0022177110079999998,0.33244250406590065,0,0.6606315896878756
