feature,coef
fpp_prob,9.177517174519306
pp_host_rel_prob,-8.687470189699209
pp_1hi_rel_prob,7.348960110199249
fpp_fp_components_sum,-1.9616594411070756
pp_2hi_rel_prob,0.9343334018223063
fpp_ror,-0.8116227391512961
pp_unk_rel_prob,0.0724857047295742
fpp_steff,-5.5347620046736066e-05
